@relation amp_5_occupancy-detection

@attribute time-index numeric
@attribute Temperature numeric
@attribute Humidity numeric
@attribute Light numeric
@attribute CO2 numeric
@attribute HumidityRatio numeric
@attribute Occupancy numeric

@data
1921,21,27,0,573,0.00415,0
1922,21,26.29,0,569.5,0.004041,0
1923,21,26.65,0,567,0.004096,0
1924,21,26.1,0,567,0.004011,0
1925,21,26.996667,0,564.666667,0.00415,0
1926,21,26.1,0,563,0.004011,0
1927,21,?,0,562,0.004041,0
1928,21,26.696667,0,560,0.004104,0
1929,21,26.75,?,558,0.004112,0
1930,21,26.695,0,563,0.004103,0
1931,21,26.695,0,565,0.004103,0
1932,20.9725,26.2975,0,569,0.004035,0
1933,21,26.33,0,567,0.004047,0
1934,20.963333,26.3,0,569.333333,0.004033,0
1935,21,26.29,0,571,0.004041,0
1936,21,26.645,0,567,0.004096,0
1937,21,26.393333,0,566,0.004057,0
1938,21,26,0,?,0.003996,0
1939,21,25.995,0,567.5,0.003995,0
1940,21,?,0,565.5,0.003971,0
1941,21,26.05,0,568,0.004003,0
1942,21,25.745,0,564,0.003956,0
1943,21,26,0,568,0.003996,0
1944,21,26.5,0,568,0.004073,0
1945,21,26.3,?,570,0.004042,0
1946,21,26.245,0,569.5,0.004034,0
1947,21,25.896667,0,567.333333,0.00398,0
1948,21,25.7,0,?,0.003949,0
1949,21,25.745,0,568,0.003956,0
1950,21,25.89,0,566,0.003979,0
1951,21,25.895,?,567,0.00398,0
1952,?,26.14,0,567.5,0.004017,0
1953,21,26.063333,0,567,0.004006,0
1954,21,26.445,0,566,0.004065,0
1955,21,26.36,0,567.666667,0.004051,0
1956,21,26.033333,0,572,0.004001,0
1957,21,26.2,0,574,0.004027,0
1958,21,26.945,0,562,0.004142,0
1959,21,26.35,0,564.5,0.00405,0
1960,21,26.495,0,568.5,0.004072,0
1961,21,26.39,0,571,0.004056,0
1962,21,25.87,0,564.25,0.003976,0
1963,21,25.795,0,569,0.003964,0
1964,21,26.26,0,574,0.004036,0
1965,21,25.995,0,571.5,0.003995,0
1966,21,26.045,0,?,0.004003,0
1967,21,26.245,0,570.5,0.004034,0
1968,21,26.6,0,570,?,?
1969,21,26.39,0,570,0.004056,0
1970,21,26.19,0,565.666667,0.004025,0
1971,21,26.663333,0,566,0.004098,0
1972,21,25.793333,0,565.333333,0.003964,?
1973,21,25.64,0,568.5,0.00394,0
1974,21,26.0475,0,566,0.004003,0
1975,21,26.29,0,572,?,0
1976,21,?,0,571,0.003979,0
1977,21,25.745,0,571,0.003956,0
1978,21,25.65,0,570,0.003942,0
1979,21,26.295,0,568,0.004041,0
1980,21,26.06,0,574,0.004005,0
1981,21,25.95,0,578.5,0.003988,0
1982,21,25.85,0,579,0.003973,0
1983,21,25.8,0,573.5,0.003965,0
1984,21,25.59,0,573,0.003932,0
1985,21,26.395,0,566.5,0.004057,0
1986,21,25.995,0,565,0.003995,0
1987,21,25.996667,0,?,0.003995,0
1988,21,26.1,0,567,0.004011,0
1989,21,?,0,567.5,0.003926,0
1990,21,25.35,0,569,0.003895,0
1991,21,25.2,0,566,0.003872,0
1992,21,25.196667,0,567,0.003872,0
1993,21.05,25.59,0,568.5,0.003945,0
1994,21,25.395,0,571,0.003902,0
1995,21,25.945,0,566.5,0.003987,0
1996,?,25.833333,0,561.666667,0.00397,0
1997,21,25.6475,0,566.25,0.003941,0
1998,21,25.7,0,568.5,0.003949,0
1999,21,25.745,0,568,0.003956,0
2000,21,25.795,0,565,0.003964,0
2001,21,25.6,0,564,0.003934,0
2002,?,25.295,0,568,0.003887,0
2003,21,25.363333,0,569,0.003897,0
2004,21,25.545,0,573,0.003925,0
2005,21,26.6,0,573.666667,0.004089,?
2006,21,25.7675,0,571.75,?,0
2007,21,25.64,0,571.5,0.00394,0
2008,21,25.05,0,568.5,0.003849,0
2009,21,25.2,0,562,0.003872,0
2010,21,25.1,?,562,0.003857,0
2011,21.05,24.995,0,565.5,0.003852,0
2012,21,25.295,0,569.5,0.003887,0
2013,21,25.3,0,567.5,0.003888,0
2014,21,25.2,0,569,0.003872,0
2015,21,25.545,0,574,0.003925,0
2016,21,25.89,0,574,0.003979,0
2017,21,25.295,0,574,0.003887,0
2018,21,25.1,0,578.666667,0.003857,0
2019,21,25.66,0,581.666667,0.003943,0
2020,21,25.825,0,582,0.003969,0
2021,21,25.89,0,577.5,0.003979,0
2022,21,26.2,0,575,0.004027,0
2023,21,25.1,0,572,0.003857,0
2024,21,25.54,0,574.5,0.003925,?
2025,21,25.55,0,573,0.003926,0
2026,21,25.496667,0,569.333333,0.003918,?
2027,21,26.09,0,573,0.00401,0
2028,21,25.76,0,573.666667,0.003959,0
2029,21,25,0,?,0.003841,0
2030,21,24.84,0,576.5,0.003816,0
2031,21,25.29,0,574,0.003886,0
2032,21,25.395,0,569,0.003902,0
2033,21,25.7,0,573,0.003949,0
2034,21,25.026667,0,577.333333,0.003845,0
2035,21,24.945,0,575.5,0.003833,0
2036,21,25.6,0,571,0.003934,?
2037,21,25.1,0,570,0.003857,0
2038,21,25.29,0,573,0.003886,0
2039,21,25.795,0,572,0.003964,0
2040,?,25.745,0,578,0.003956,0
2041,?,25.59,0,577.5,0.003932,0
2042,21,25.195,0,577,0.003871,0
2043,21,25.26,0,573,0.003881,0
2044,21,25.1,0,576,0.003857,0
2045,21,25.16,0,583.666667,0.003866,0
2046,21,25.045,0,582,0.003848,0
2047,21,24.85,0,575.5,0.003818,0
2048,21,?,0,573,0.003817,0
2049,21,24.995,0,575.5,0.00384,0
2050,21,25.195,0,574,0.003871,0
2051,21,24.89,0,574,0.003824,0
2052,21,24.963333,0,570,?,0
2053,21,24.763333,0,579.333333,0.003805,0
2054,21,24.7,0,578,0.003795,?
2055,21,25.896667,0,570.666667,0.00398,0
2056,21,25.29,0,577,0.003886,0
2057,21,24.9,0,?,0.003826,0
2058,21,25.25,?,577.5,0.00388,0
2059,21,24.745,0,577.5,0.003802,0
2060,21,24.926667,0,583,0.00383,0
2061,21,24.65,0,583,0.003787,0
2062,21,25.05,0,576,0.003849,0
2063,21,25.1,0,578,0.003857,0
2064,21,?,0,580,0.003886,0
2065,21,24.83,0,581,0.003815,0
2066,21,24.945,0,576.5,0.003833,0
2067,21,25,0,579,0.003841,0
2068,21,25.39,0,578,0.003901,0
2069,21,25.09,0,580.5,0.003855,0
2070,21,24.65,0,575,0.003787,0
2071,21,24.766667,0,578.666667,0.003805,0
2072,21,24.6,0,578,0.003779,0
2073,21,25.245,0,574,0.003879,0
2074,21,24.766667,0,571.666667,0.003805,0
2075,21,24.6,0,571,0.003779,0
2076,21,24.995,0,568,0.00384,0
2077,21,25.093333,?,572.666667,0.003856,0
2078,21,24.84,0,569,0.003816,0
2079,21,25.05,0,572.5,0.003849,?
2080,21,24.7,0,574,0.003795,0
2081,21,24.5,0,576,0.003764,0
2082,21,?,0,574,0.003763,0
2083,21.1,25.1,0,576,?,0
2084,21,24.6225,0,580.5,0.003783,0
2085,21,24.6,0,579,?,0
2086,21,24.5,0,578.5,0.003764,0
2087,?,24.496667,?,576.333333,0.003763,0
2088,21,24.83,0,580,0.003815,0
2089,21,24.65,0,579.5,0.003787,0
2090,21,25.125,0,580.25,0.00386,0
2091,21,24.6,0,584,0.003779,0
2092,21,24.545,0,582,0.003771,0
2093,21.1,24.6,0,575,0.003803,0
2094,21,24.395,0,570,0.003748,0
2095,21,25.295,0,579,0.003887,0
2096,21,24.8,0,575.5,0.00381,0
2097,21,25.1725,0,585.5,0.003868,0
2098,21,25.445,0,570.5,0.00391,0
2099,21,24.79,0,572,0.003809,0
2100,21,24.6,0,571.5,0.003779,0
2101,21,25.29,0,573.333333,0.003886,0
2102,21,24.6,0,582,?,?
2103,21,24.96,0,576,0.003835,0
2104,21,24.65,0,578.5,0.003787,0
2105,21,25.45,0,577,0.003911,0
2106,21,25.09,0,577,?,0
2107,21,25.26,0,576,0.003881,0
2108,21,24.7,0,580,0.003795,0
2109,21,?,0,581.5,0.003802,?
2110,21,24.46,0,584,0.003758,0
2111,21,24.65,0,583.5,?,0
2112,21.033333,24.393333,0,585.333333,0.003755,0
2113,21,25.05,0,578,0.003849,0
2114,21,24.8225,0,579.5,0.003814,0
2115,21,24.29,0,577.75,0.003731,0
2116,21,24.8,0,576,0.00381,0
2117,21,24.7,0,577,0.003795,0
2118,?,24.495,0,578.5,0.003763,0
2119,21,24.55,0,577,0.003772,?
2120,21,25.25,0,575,0.00388,0
2121,21,24.39,0,578,0.003747,0
2122,21,24.8,0,576.333333,0.00381,0
2123,21,24.7,0,580,0.003795,0
2124,21,25.05,0,575.5,0.003849,0
2125,?,25.1,0,582,?,0
2126,21,24.933333,?,578.666667,?,0
2127,20.945,24.9,0,574.5,0.003813,0
2128,21,24.945,0,575,0.003833,0
2129,21,24.29,0,576,0.003731,0
2130,21,24.495,0,574.5,0.003763,0
2131,21,26,0,579,0.003996,0
2132,21,25.445,0,579,0.00391,0
2133,20.963333,24.733333,0,581.333333,0.003791,0
2134,21,24.995,0,575,0.00384,0
2135,?,24.6,0,573,0.003771,0
2136,21,24.445,0,576,0.003755,0
2137,20.926667,24.563333,0,577.333333,0.003757,0
2138,21,24.8,0,577,0.00381,0
2139,21,24.54,?,579.5,0.00377,0
2140,21,25,0,581,0.003841,0
2141,21,25.063333,0,581.333333,0.003851,0
2142,21,24.795,0,?,0.003809,0
2143,20.963333,24.566667,0,574.333333,0.003766,0
2144,20.945,24.9,0,579,0.003813,0
2145,21,24.34,0,580,0.003739,0
2146,21,24.745,0,576.5,0.003802,0
2147,21,24.2,0,577,0.003717,0
2148,20.963333,24.763333,0,576.333333,0.003796,?
2149,21,24.445,0,579.5,0.003755,0
2150,21,24.266667,0,578.666667,0.003728,0
2151,21,24.29,0,579,0.003731,?
2152,20.89,25.1,0,579,0.00383,0
2153,21,24.2,?,578,0.003717,0
2154,20.945,25.495,0,578.5,0.003904,0
2155,20.945,25.34,0,578.5,0.00388,0
2156,20.89,24.696667,0,?,0.003769,0
2157,20.89,24.29,0,583,0.003706,0
2158,20.89,24.245,0,577.5,0.003699,0
2159,20.89,24.656667,0,576.666667,0.003762,0
2160,20.89,?,?,580,0.003721,0
2161,20.89,24.15,0,577,0.003685,0
2162,21,24.45,0,581,0.003756,0
2163,21,25,0,578.666667,0.003841,0
2164,20.89,24.945,0,577.5,0.003807,0
2165,20.89,24.6,0,578,?,0
2166,20.89,24.6,0,578,0.003754,0
2167,20.945,24.4,0,583,0.003736,0
2168,20.89,24.73,0,579.666667,0.003774,0
2169,20.945,24.945,?,575.5,0.00382,0
2170,20.89,24.65,0,577.5,0.003761,0
2171,20.89,24.963333,0,578,0.003809,0
2172,20.89,24.945,0,581.5,0.003807,0
2173,20.89,24.745,0,579.5,0.003776,0
2174,20.89,?,0,573.5,0.003776,0
2175,20.9175,24.995,0,574,0.003821,0
2176,20.89,24.87,0,575.25,0.003795,0
2177,20.89,24.29,0,575,0.003706,0
2178,?,24.245,0,577.5,0.003699,0
2179,20.89,24.73,?,583.333333,0.003774,0
2180,20.963333,24.633333,0,583.666667,0.003776,0
2181,20.945,24.4,0,577.5,0.003736,0
2182,20.945,24.045,0,580,0.003681,0
2183,21,25.1,0,584,0.003857,0
2184,21,?,0,?,0.003802,0
2185,20.89,25.045,?,578,0.003822,0
2186,20.89,24.4,0,580,0.003723,0
2187,20.926667,24.723333,0,583,0.003781,0
2188,20.89,24.45,0,578,0.003731,0
2189,20.926667,24.396667,0,580.333333,0.003731,0
2190,20.89,24.745,0,583.5,0.003776,0
2191,20.89,24.4,0,583,0.003723,0
2192,20.89,24.29,0,584,0.003706,0
2193,20.89,24.27,0,578.5,0.003703,0
2194,20.89,24.2,0,578,0.003692,0
2195,20.84,24.445,0,579,0.003718,0
2196,20.89,?,0,581,0.003745,0
2197,20.89,24.6,0,577.5,0.003754,0
2198,20.89,24.54,0,577,0.003744,0
2199,20.89,24.295,0,577,0.003707,0
2200,20.945,24.5,0,577,0.003751,?
2201,?,23.995,0,577,0.003661,0
2202,20.945,24.3,0,579.5,0.00372,0
2203,21,24.55,0,578,0.003772,0
2204,20.89,?,0,575,0.003662,0
2205,20.89,24.8,0,582,0.003784,0
2206,20.89,24.35,0,582,0.003715,0
2207,20.89,24.05,?,582.5,0.003669,0
2208,?,24.1,0,580,0.003677,0
2209,20.89,24.245,0,580,0.003699,0
2210,20.89,24.145,0,580,0.003684,0
2211,?,24,0,573.5,0.003662,0
2212,?,24.39,0,578,0.003721,0
2213,20.89,24.29,0,579,?,0
2214,20.89,24.45,0,575,0.003731,0
2215,20.89,24.545,0,581,0.003745,0
2216,20.89,24.29,0,579,0.003706,0
2217,20.89,24.15,0,580.5,0.003685,0
2218,20.89,24.095,?,585.75,0.003676,0
2219,20.89,24,0,587,0.003662,0
2220,20.89,24.495,0,580,0.003738,0
2221,20.926667,24.263333,0,578,0.00371,0
2222,20.89,23.945,0,575.5,0.003653,0
2223,20.945,24.145,0,581.5,0.003696,0
2224,20.926667,24.263333,0,585.333333,0.00371,0
2225,20.89,24.445,0,583.5,0.00373,?
2226,20.89,?,0,581,0.003768,0
2227,20.89,24.395,0,579,0.003722,0
2228,20.89,24.15,0,581.5,0.003685,0
2229,21,24.6,0,581,0.003779,0
2230,20.89,23.995,0,574.5,0.003661,0
2231,20.89,24.26,0,584,0.003701,0
2232,20.89,24.245,0,581.5,0.003699,?
2233,20.89,24.096667,0,579.333333,0.003676,0
2234,20.89,24.445,0,585,0.00373,0
2235,20.89,24.096667,0,580.333333,0.003676,0
2236,20.89,24.05,0,581,0.003669,0
2237,20.89,24.26,0,582.333333,0.003701,0
2238,20.89,24.09,0,583.5,?,0
2239,20.89,24.196667,0,579.333333,0.003692,0
2240,20.89,24.29,0,573,0.003706,0
2241,20.89,24.55,0,570.5,0.003746,0
2242,20.89,24.396667,0,577,0.003722,0
2243,20.89,24.29,0,580,0.003706,0
2244,20.89,?,0,577.5,?,0
2245,20.89,24.145,0,576.5,0.003684,0
2246,20.89,24.295,0,576,0.003707,0
2247,20.89,24.1,0,581,?,0
2248,20.89,24.64,0,582,0.00376,0
2249,20.89,24.733333,0,580.666667,0.003774,0
2250,?,24.7,0,578,0.003769,0
2251,20.89,24.766667,0,576,0.003779,0
2252,20.89,24.29,0,580,0.003706,0
2253,20.89,24.6,0,578,0.003754,0
2254,20.89,24.35,0,579,0.003715,0
2255,20.89,24.25,0,574.5,0.0037,0
2256,20.89,24.696667,0,579,0.003769,?
2257,20.89,?,0,576,?,0
2258,20.89,?,0,573,0.003798,0
2259,20.89,24.245,0,573.5,0.003699,?
2260,20.89,24.4,0,575.5,0.003723,0
2261,20.89,24.145,0,578,0.003684,0
2262,20.89,24.6,0,579.5,0.003754,0
2263,20.89,24.363333,0,582,0.003717,0
2264,20.89,24.066667,0,578,0.003672,0
2265,20.89,24.226667,0,581.333333,0.003696,0
2266,20.89,24.34,0,583.5,0.003714,?
2267,20.89,25.5,0,585,0.003892,0
2268,20.89,24.495,0,578.5,0.003738,0
2269,20.89,24.445,0,567,0.00373,0
2270,20.89,24.1,0,577,0.003677,0
2271,20.89,23.89,0,580.5,0.003645,0
2272,20.89,24.29,0,580.5,0.003706,0
2273,20.89,24.445,?,577,0.00373,0
2274,20.89,23.995,?,577,0.003661,0
2275,20.89,24.245,0,574,0.003699,0
2276,20.89,24.245,0,577,0.003699,0
2277,?,24.4,0,572,0.003711,0
2278,20.89,24.89,0,574,0.003798,0
2279,20.89,24,0,575.5,0.003662,0
2280,20.89,24.2,0,572.5,0.003692,0
2281,20.89,24.55,0,573,0.003746,0
2282,20.84,24.495,0,573.5,?,0
2283,20.89,24.2,0,572.5,0.003692,0
2284,20.84,24.15,0,?,0.003673,0
2285,20.84,24.445,0,572.5,0.003718,0
2286,20.84,24.745,0,?,0.003764,0
2287,20.79,24.3,?,579.5,0.003685,0
2288,20.89,24.79,?,577,0.003783,0
2289,20.84,24.4,0,574,0.003711,0
2290,20.89,24.59,0,569.5,0.003752,0
2291,20.89,24.89,0,568,0.003798,0
2292,20.89,24.896667,0,571.333333,0.003799,0
2293,20.89,24.8,0,?,0.003784,0
2294,20.89,24.29,0,578,0.003706,0
2295,20.89,24.695,0,574,0.003768,0
2296,20.89,24.4,0,571.666667,0.003723,0
2297,20.89,24.79,0,568,0.003783,0
2298,20.89,24.6,?,566.5,0.003754,0
2299,20.856667,24.656667,0,571,0.003755,0
2300,20.89,24.29,0,573,0.003706,0
2301,20.89,24.695,0,571.5,0.003768,0
2302,20.89,24.65,0,565.5,0.003761,0
2303,20.89,24.445,0,?,0.00373,0
2304,20.89,24.89,0,569,0.003798,0
2305,20.84,24.745,?,570,0.003764,0
2306,20.89,24.926667,0,571,0.003804,?
2307,20.89,24.6,0,572,0.003754,0
2308,20.89,25.5,0,573,0.003892,0
2309,20.84,25.2,0,572,0.003834,0
2310,20.79,24.695,0,571.5,0.003745,0
2311,20.89,25,0,573.5,0.003815,0
2312,20.79,24.65,0,?,0.003738,?
2313,20.79,25.09,0,572,0.003805,0
2314,20.79,24.745,0,567.5,0.003753,0
2315,20.823333,24.763333,0,566.666667,0.003763,0
2316,20.84,24.895,0,564.5,?,0
2317,20.79,?,0,565,0.003759,0
2318,20.79,25.195,0,?,0.003821,0
2319,20.79,24.696667,0,569,0.003745,0
2320,20.79,24.9,0,571.333333,0.003776,0
2321,20.79,25.03,?,570.333333,?,?
2322,20.79,25.15,0,570,0.003814,0
2323,20.79,25.6,0,?,0.003883,0
2324,20.79,25.096667,0,563.333333,0.003806,0
2325,20.89,24.79,0,566,?,0
2326,20.79,25.05,0,564.5,0.003799,0
2327,20.79,24.966667,?,566,0.003786,0
2328,20.84,24.995,0,564.5,0.003803,0
2329,20.79,24.995,0,561.5,0.003791,0
2330,20.79,24.7,?,561,0.003746,0
2331,20.79,25.645,0,558.5,0.00389,0
2332,20.79,25,?,559,?,0
2333,20.79,25.1,0,560,0.003807,0
2334,20.79,24.945,0,551,0.003783,0
2335,20.79,25.29,0,556,0.003836,0
2336,20.79,24.83,0,557,0.003766,0
2337,20.79,25.045,0,560.5,0.003798,0
2338,20.79,25.49,0,559,0.003866,0
2339,20.79,25.85,0,557.5,0.003921,0
2340,20.79,25.645,0,?,0.00389,0
2341,20.745,25.995,0,566,0.003932,0
2342,20.745,24.995,0,560.5,0.00378,0
2343,20.73,25.066667,0,557.333333,0.003788,0
2344,20.7,25.39,0,555,0.00383,0
2345,20.7,25.1,0,552.666667,0.003786,0
2346,20.7,25.05,0,546.5,0.003778,0
2347,20.7,25.145,0,550.5,0.003792,0
2348,20.7,25.1,0,555,0.003786,0
2349,20.7,25.5,0,558,0.003846,0
2350,20.7,25.566667,?,553,0.003856,0
2351,20.7,25.65,0,553,0.003869,0
2352,20.7,25.795,0,552,0.003891,0
2353,20.7,25.533333,0,553.666667,0.003851,0
2354,20.7,25.5,0,551,0.003846,0
2355,20.7,25.445,0,549.5,0.003838,0
2356,20.7,25.293333,0,546.666667,0.003815,0
2357,20.7,25.445,0,548,0.003838,0
2358,20.76,25.196667,0,553.333333,0.003814,0
2359,20.79,?,0,553.5,0.003837,0
2360,20.7,25.133333,0,554.333333,0.003791,0
2361,20.7,25.245,0,551.5,0.003808,0
2362,20.7,25.7,0,551,0.003877,?
2363,20.7,25.695,0,553,0.003876,0
2364,20.7,25.29,?,544,0.003814,0
2365,20.7,25.29,0,540,0.003814,0
2366,20.7,25.475,0,542.25,0.003843,0
2367,20.7,25.29,0,546,0.003814,0
2368,20.65,25.4,0,550,0.003819,0
2369,?,25.395,?,550.5,0.00383,0
2370,20.7,25.5,0,547,0.003846,0
2371,20.7,25.39,0,544,0.00383,0
2372,20.7,25.5,0,541,0.003846,0
2373,20.65,25.59,0,547,0.003848,0
2374,20.6,25.445,0,541.5,0.003814,0
2375,20.65,25.445,0,542.5,0.003826,0
2376,20.65,25.395,0,548,0.003819,0
2377,20.65,25.645,0,546,0.003856,0
2378,20.65,25.42,0,543.25,0.003822,0
2379,20.7,25.29,0,544,0.003814,0
2380,20.7,25.29,0,542.5,0.003814,0
2381,20.7,25.43,0,540.333333,0.003836,0
2382,20.7,25.6,0,543,?,0
2383,20.7,25.53,0,546.333333,0.003851,0
2384,20.7,25.6,0,545,0.003861,0
2385,20.7,25.495,?,542.5,0.003846,0
2386,20.79,25.295,0,535,0.003837,0
2387,20.79,25.3925,0,?,0.003851,0
2388,20.79,25.54,0,539.5,0.003874,0
2389,20.84,25.445,0,541,0.003871,0
2390,20.89,25.196667,0,542,0.003845,0
2391,20.89,25.1,0,535,0.00383,0
2392,20.89,25.15,0,542,0.003838,0
2393,20.963333,25.033333,0,534,0.003838,0
2394,21,25,0,532,0.003841,0
2395,21,25,0,534.5,0.003841,0
2396,21,25.033333,0,537.666667,0.003846,0
2397,20.945,25,0,539,0.003828,0
2398,20.963333,25.033333,0,540,0.003838,0
2399,20.89,25.05,0,537,0.003823,0
2400,20.89,25.05,0,540,?,0
2401,20.945,?,0,536,0.003843,0
2402,20.945,25.1,0,532.5,0.003843,0
2403,?,25.1,0,532,0.003848,0
2404,20.945,25.1,0,540,?,0
2405,20.89,25.1,0,539,0.00383,0
2406,20.963333,25.196667,0,539.333333,0.003863,0
2407,21,25.166667,0,531.333333,0.003867,0
2408,?,25.1,0,525,0.003857,0
2409,21,25.1,0,528,0.003857,?
2410,20.89,25.39,0,?,0.003875,?
2411,20.945,?,0,530.5,0.003859,0
2412,20.9175,25.2,0,531.5,0.003852,0
2413,20.89,25.2,0,532,?,0
2414,20.89,25.2,0,530.333333,0.003846,0
2415,20.89,25.2,0,529,0.003846,?
2416,20.89,25.396667,0,527.333333,0.003876,0
2417,20.89,25.39,0,529,0.003875,0
2418,20.89,25.29,0,524,0.00386,0
2419,20.89,25.39,0,529,0.003875,0
2420,20.89,25.395,0,527.5,0.003876,0
2421,20.89,25.34,0,529,0.003867,0
2422,20.89,25.54,0,530,0.003898,0
2423,20.89,25.39,0,527,0.003875,0
2424,20.89,25.39,0,528,0.003875,0
2425,20.89,25.356667,0,?,0.00387,0
2426,20.89,25.34,0,526.5,0.003867,0
2427,20.89,25.495,0,523.5,0.003891,0
2428,20.856667,25.356667,0,525,0.003862,?
2429,20.89,25.39,0,526,?,0
2430,20.856667,25.356667,0,530.666667,0.003862,0
2431,20.89,?,0,532,0.003875,0
2432,?,25.495,0,528.5,0.003879,0
2433,20.79,25.445,0,526,0.003859,0
2434,20.79,25.563333,0,525.666667,0.003877,0
2435,20.79,25.39,0,518.5,0.003851,0
2436,20.79,25.463333,0,522,0.003862,0
2437,20.89,25.5,0,524,0.003892,0
2438,20.79,25.7725,0,527.333333,0.003909,0
2439,20.79,25.55,0,523.666667,?,?
2440,20.79,25.6,0,523,0.003883,0
2441,20.79,25.695,0,524.5,0.003898,0
2442,20.79,25.896667,0,?,0.003928,0
2443,20.79,25.5,0,523,0.003868,0
2444,20.79,25.5,0,519,0.003868,0
2445,20.79,25.75,0,518,0.003906,0
2446,20.84,25.7,0,514,0.00391,0
2447,20.89,25.89,0,515.5,0.003952,0
2448,20.89,25.745,0,518,0.003929,?
2449,21,25.6,0,519,0.003934,0
2450,21,25.7,0,524,0.003949,0
2451,21,25.495,0,523,0.003918,0
2452,21,25.495,0,520,0.003918,0
2453,21,25.6,0,519,0.003934,0
2454,?,25.495,0,519,0.003918,0
2455,21,25.29,0,518,0.003886,0
2456,21,25.5,0,?,0.003918,?
2457,21,25.39,0,523,0.003901,0
2458,21,25.53,0,527.666667,0.003923,0
2459,20.945,25.6,0,524,0.003921,0
2460,20.89,25.65,0,521.5,0.003915,?
2461,20.926667,25.733333,?,522.666667,0.003937,0
2462,?,25.6,0,524,0.003907,0
2463,20.89,25.6,0,?,0.003907,0
2464,20.89,25.695,0,524,0.003922,0
2465,20.84,25.65,0,520.5,0.003903,0
2466,20.79,25.666667,0,518,0.003893,?
2467,20.79,25.666667,0,520,0.003893,0
2468,20.79,25.745,0,520,0.003905,0
2469,20.79,25.7,0,520.5,0.003898,0
2470,?,25.763333,0,521.666667,0.003908,0
2471,20.79,25.745,0,526.5,0.003905,0
2472,20.79,25.795,0,519.5,0.003913,0
2473,20.79,25.895,0,520.5,0.003928,0
2474,20.89,?,0,517,0.00396,0
2475,20.79,25.6,0,515,0.003883,0
2476,20.84,25.65,7,512.5,0.003903,0
2477,20.945,25.6,14,512,0.003921,0
2478,20.945,25.6,14,516.5,0.003921,0
2479,21,25.5,14,522,0.003918,0
2480,21,25.5,14,522,0.003918,0
2481,21,25.6,14,520.5,0.003934,0
2482,21,25.445,14,518,0.00391,0
2483,21,25.39,14,522.666667,0.003901,0
2484,21,25.39,14,522,0.003901,0
2485,21,25.39,?,522,0.003901,0
2486,21,25.39,9.333333,515.333333,0.003901,0
2487,21,25.39,14,515.5,0.003901,0
2488,20.963333,25.533333,9.333333,516.333333,0.003915,0
2489,21,25.6,14,521,?,0
2490,20.926667,?,13.333333,?,0.003911,0
2491,20.89,25.6,6,?,0.003907,0
2492,20.89,25.6,6,514.333333,0.003907,0
2493,20.89,25.65,6,513.5,0.003915,?
2494,20.89,25.89,?,515,0.003952,0
2495,20.89,25.7,24,513,0.003923,0
2496,20.89,25.6,24,512,0.003907,0
2497,20.84,25.65,18.5,514,0.003903,0
2498,20.84,25.65,7.5,516,0.003903,0
2499,20.89,25.7,9,512,0.003923,0
2500,20.89,25.6,13,514.5,0.003907,0
2501,21,25.65,11,515.5,0.003942,0
2502,?,25.76,15,510,0.003959,0
2503,21.033333,25.6,15,516,0.003942,0
2504,21.05,25.5,17,518.5,0.003931,0
2505,21.1,25.34,14,519,0.003918,0
2506,21.166667,?,23.666667,520,0.003927,0
2507,21.2,25.295,31,518,0.003935,0
2508,21.23,25.23,23.666667,515.333333,0.003932,0
2509,21.23,25.2,23.666667,513.666667,0.003927,0
2510,21.29,25.2,31,519,?,0
2511,21.2,25.2,19,519,0.00392,0
2512,21.2,25.29,19,513,?,0
2513,21.2,25.29,19,520.5,0.003934,0
2514,21.2,25.23,19,518.333333,0.003925,0
2515,21.166667,25.2,19,516,0.003912,0
2516,21.1,25.29,19,519,0.00391,0
2517,21.15,25.34,37,514,0.00393,0
2518,21.2,25.2,37,516,0.00392,0
2519,21.2,25.2,37,513,0.00392,0
2520,21.2,25.2,30.666667,512,0.00392,0
2521,21.2,25.15,33.5,511,0.003912,0
2522,21.2,25.2,33,515,0.00392,0
2523,21.2,25.245,42,516.5,0.003927,0
2524,21.2,25.2,53,518,0.00392,?
2525,21.23,25.293333,49.666667,515.333333,0.003942,0
2526,21.245,25.245,58.5,514,0.003938,0
2527,21.26,25.23,56.666667,512,0.003939,0
2528,21.29,25.295,58.5,509,0.003957,0
2529,21.29,25.263333,64.666667,510,0.003952,0
2530,21.29,?,328.5,519,0.003965,1
2531,21.29,25.496667,499.333333,525,0.003989,0
2532,21.29,25.463333,510.333333,528.666667,0.003984,0
2533,21.29,25.426667,506.666667,536,0.003978,1
2534,21.29,25.7,511,532.666667,0.004021,1
2535,21.323333,25.6,502,536,0.004013,1
2536,21.39,25.6,520,538.666667,0.00403,1
2537,21.5,25.84,491,540,0.004096,1
2538,21.5,25.65,508,549,0.004065,1
2539,21.5,25.65,508,549.5,0.004065,1
2540,21.575,25.625,511.5,547,0.00408,1
2541,?,25.6,497,549,0.004074,1
2542,21.575,25.8975,496,?,0.004124,1
2543,21.633333,26.133333,507.666667,577.333333,0.004176,1
2544,21.633333,25.863333,509.666667,579,0.004133,1
2545,21.6,25.7,530,570,0.004098,1
2546,21.675,25.8675,?,573.75,0.004144,1
2547,21.7,?,516,578.5,0.004146,1
2548,21.7,25.865,534,?,0.00415,1
2549,21.7,25.865,539.25,587.25,0.00415,1
