@relation amp_5_EMGP—handshaking-n

@attribute time-index numeric
@attribute ch1 numeric
@attribute ch2 numeric
@attribute ch3 numeric
@attribute ch4 numeric
@attribute ch5 numeric
@attribute ch6 numeric
@attribute ch7 numeric
@attribute ch8 numeric

@data
1598,-8,18,-4,-37,-9,-258,33,51
1599,-43,1,-9,-37,12,-180,32,50
1600,-49,17,-8,-28,-6,2,38,29
1601,-49,13,6,-23,-3,3,60,53
1602,-43,48,-9,-16,-21,57,50,66
1603,-24,38,-15,-13,-29,95,52,42
1604,0,2,-4,-16,-8,62,45,54
1605,-6,15,-3,9,-24,47,35,70
1606,-9,-4,-36,12,-14,57,43,77
1607,13,-14,-53,-1,?,69,13,66
1608,-5,-17,-50,-14,-31,54,13,54
1609,-11,-37,-36,-8,-58,46,?,51
1610,7,-59,-12,-5,-34,67,14,36
1611,-3,-42,-7,-38,-33,90,31,49
1612,-27,-24,-13,-36,-55,73,-14,47
1613,-13,-16,-14,-10,-34,78,22,35
1614,?,-26,-1,9,-42,61,9,28
1615,2,-28,-6,-17,?,100,-16,33
1616,-3,4,-6,6,-49,59,10,20
1617,?,7,?,11,-38,-33,5,28
1618,-8,16,-11,?,?,43,-2,29
1619,-5,17,1,-11,-52,46,1,24
1620,6,-1,4,-12,-52,24,6,32
1621,24,-21,19,-22,-18,75,?,22
1622,58,-30,36,-28,-13,-27,0,13
1623,17,0,24,-9,?,-63,-29,-11
1624,-23,13,-6,20,-16,-214,-19,22
1625,-9,8,-1,26,-13,-255,-10,5
1626,-29,-5,-26,-7,14,-22,-19,-11
1627,-44,?,-4,-10,-1,-44,-33,12
1628,-61,21,-3,-2,9,-18,-2,28
1629,-64,?,-9,16,?,-26,20,14
1630,?,14,-7,9,15,-31,-29,17
1631,-51,33,-7,-7,26,-32,-17,28
1632,?,30,-8,10,3,-111,-4,49
1633,37,14,-4,12,24,8,0,71
1634,?,51,12,35,32,53,18,65
1635,?,40,-12,6,29,55,?,87
1636,22,29,-1,-17,29,112,17,61
1637,74,18,2,-13,26,75,4,13
1638,81,7,-6,-5,48,45,22,-66
1639,32,18,18,-7,35,25,0,-104
1640,-3,4,?,0,28,59,-6,-35
1641,8,5,-11,-8,51,65,8,40
1642,-37,11,-8,-32,60,41,?,54
1643,-61,14,-16,-7,35,-19,18,37
1644,-59,26,-3,-10,20,-68,28,49
1645,-67,11,11,-32,44,-10,41,28
1646,-55,2,21,-21,?,?,45,-1
1647,-50,-2,-6,-17,31,63,45,-85
1648,-79,10,-9,-9,15,100,30,?
1649,-98,12,0,-5,11,87,20,-105
1650,-58,2,-17,-17,25,77,24,-8
1651,-52,34,-29,-21,?,44,36,37
1652,-37,10,-8,-26,-4,48,6,13
1653,-15,-12,-15,-29,-20,40,19,-2
1654,-14,-12,-28,-43,-1,37,6,-31
1655,14,-26,16,-54,?,61,-21,-20
1656,9,-23,-8,?,-21,48,19,-47
1657,7,-19,-5,-38,-33,35,-7,-40
1658,3,-5,1,-23,-33,-6,-9,-39
1659,-2,-23,-17,-9,-12,40,-22,-6
1660,-2,-9,4,-6,-33,42,-34,42
1661,17,29,13,-20,-18,21,8,17
1662,7,-1,-5,-48,-1,43,-18,21
1663,7,12,-21,-41,-11,34,?,4
1664,12,16,17,-14,7,79,-37,-1
1665,-1,7,23,-36,35,61,-36,-5
1666,21,8,5,-17,29,66,-10,-37
1667,27,11,6,-10,32,73,?,-69
1668,44,0,-2,-9,51,49,-12,-74
1669,58,-8,29,-3,58,52,-16,-20
1670,68,10,24,-12,81,20,15,1
1671,79,-12,9,-4,67,24,17,-5
1672,29,-8,23,-31,62,46,29,9
1673,-33,15,-28,-13,85,32,18,6
1674,-52,1,-25,3,78,25,33,-21
1675,-93,-20,-10,-8,64,64,20,-16
1676,-148,-26,-25,-23,58,64,9,?
1677,-167,-20,-10,-16,52,49,31,-25
1678,-113,-15,-28,6,65,?,20,-7
1679,-40,23,-22,18,44,216,44,-1
1680,-101,55,-22,11,42,200,34,-18
1681,-136,50,?,3,55,?,29,-9
1682,-42,37,-20,5,30,139,18,-2
1683,-8,12,-23,?,44,85,4,-3
1684,15,34,0,-5,26,-96,42,0
1685,97,?,-1,-10,12,-236,53,6
1686,106,-2,-16,-6,18,-220,54,-17
1687,72,38,-6,4,28,-212,59,?
1688,11,7,-6,-19,39,-75,53,-11
1689,-80,?,11,-13,19,45,61,-16
1690,-162,-1,-6,-10,32,-12,36,-13
1691,?,-4,-6,-34,22,19,26,-27
1692,-131,12,-8,-9,24,19,35,-29
1693,-132,14,-18,-14,55,12,26,-31
1694,-87,-14,12,-18,62,26,41,-22
1695,?,-7,5,-10,46,22,31,-27
1696,60,-20,-10,-19,58,8,8,-26
1697,123,-36,9,-16,32,-4,13,-5
1698,?,-39,15,-36,33,23,26,-17
1699,176,-30,-9,-25,69,31,0,-21
1700,224,-37,-23,-24,25,45,8,-11
1701,294,11,-30,-14,51,32,21,-14
1702,253,29,-21,0,60,46,2,-20
1703,155,11,-18,-3,51,43,15,-25
1704,94,15,-20,-15,58,54,4,-1
1705,45,28,-18,-24,33,69,-7,-9
1706,-1,31,-15,13,43,27,-1,0
1707,-18,-15,4,1,7,30,?,18
1708,-37,-3,-15,10,4,56,-3,13
1709,-23,-15,-4,6,9,62,5,14
1710,-39,-36,-9,-21,-20,88,9,20
1711,-102,-13,-24,-17,-33,68,26,25
1712,-96,-11,3,-41,-5,48,25,9
1713,-71,-8,-9,-33,1,54,23,21
1714,-55,-7,-25,-41,-10,9,54,36
1715,-75,7,-6,-31,-14,-67,70,37
1716,-89,10,-5,-21,-13,-49,56,51
1717,-136,5,-7,-33,5,69,74,72
1718,-207,19,-3,-18,0,?,72,87
1719,-219,-12,12,-14,16,104,61,61
1720,-180,-4,18,12,-9,?,64,64
1721,-106,22,-9,-5,-16,49,43,69
1722,-38,-5,-18,-10,0,115,62,70
1723,78,?,-1,-7,-9,18,71,80
1724,?,-3,0,-8,7,-109,59,62
1725,168,-18,0,17,0,16,76,53
1726,200,27,12,10,-6,-39,59,53
1727,212,11,-7,-18,-8,-124,56,59
1728,220,9,8,-14,4,-105,64,54
1729,154,52,?,7,?,-362,50,43
1730,45,37,5,-14,28,-264,70,38
1731,1,22,-15,-25,8,-17,?,53
1732,-41,2,-32,7,15,-23,66,38
1733,-82,7,0,-1,39,45,81,20
1734,-114,15,-2,-26,31,80,59,32
1735,-111,18,-4,-12,45,84,66,20
1736,-113,11,-25,4,34,95,59,35
1737,-118,-14,-32,-10,39,124,92,31
1738,-101,-12,-29,-35,?,?,93,18
1739,-125,-30,-40,-14,35,98,77,18
1740,-114,-42,-17,12,?,24,107,14
1741,-125,-27,-17,2,32,-81,73,24
1742,-62,-23,-15,-17,49,4,89,14
1743,24,-7,-10,-18,56,119,69,23
1744,-4,-7,-11,-41,33,115,58,43
1745,?,-3,-18,-32,22,193,65,36
1746,20,-24,7,-23,55,?,?,14
1747,25,-22,-5,-44,43,160,81,18
1748,27,6,-14,-6,35,107,58,22
1749,59,28,17,-13,42,70,42,26
1750,21,66,6,-19,48,86,49,22
1751,-3,75,-9,3,39,0,55,25
1752,35,99,-8,6,48,-232,59,34
1753,15,101,7,6,61,-208,50,30
1754,-17,67,9,-9,39,-126,24,40
1755,-9,20,-7,-22,51,-236,58,33
1756,-4,-14,-17,-27,51,-4,43,22
1757,-41,-17,-8,-38,47,22,34,-7
1758,-37,7,1,-19,44,22,50,-8
1759,7,16,1,-7,42,61,37,6
1760,3,15,?,-6,65,49,54,0
1761,-34,2,-1,?,70,101,29,-1
1762,-21,-13,-14,-9,51,79,33,-7
1763,9,-36,-14,19,55,110,27,?
1764,-1,-42,-8,-6,43,68,25,-9
1765,42,-47,23,-4,44,75,?,-6
1766,19,-55,11,-18,25,62,27,13
1767,-36,-36,-24,2,20,74,?,?
1768,10,-60,-9,21,49,91,32,17
1769,-19,-16,0,-12,37,71,35,6
1770,-83,-12,-6,-25,28,29,52,20
1771,-132,-10,-4,-30,29,?,?,9
1772,-163,38,3,16,23,-59,7,-15
1773,?,43,13,?,32,-14,-25,6
1774,-297,38,5,-37,64,44,4,13
1775,-200,32,-10,-26,63,-1,0,11
1776,-94,30,5,18,43,36,-13,-1
1777,158,22,8,15,43,66,?,2
1778,263,?,11,-23,34,58,26,-7
1779,250,10,14,10,42,7,-1,-14
1780,309,44,-20,-12,39,-9,-23,1
1781,223,52,?,?,36,-17,-19,10
1782,80,72,0,16,49,-83,-44,-10
1783,73,69,5,-19,72,?,?,-29
1784,100,38,5,-17,80,41,-30,-8
1785,84,-5,7,10,74,13,-34,12
1786,81,-64,5,7,84,25,-10,21
1787,32,-23,-9,-30,88,48,-28,11
1788,13,-11,-11,-25,53,44,-20,-12
1789,-40,-7,-1,-3,38,46,-15,-24
1790,-175,4,0,-17,42,39,-22,-7
1791,-253,-7,2,?,15,23,5,9
1792,-256,44,-12,-31,22,18,-10,10
1793,-272,58,-21,-38,23,2,-27,3
1794,-212,25,-28,-47,19,-2,-13,25
1795,-146,13,-17,-49,16,25,-15,?
1796,-100,22,8,-12,0,61,?,27
1797,55,-21,-28,-7,18,44,-50,35
1798,243,-54,-30,-26,9,24,-40,59
1799,293,-17,-7,-16,7,42,?,34
1800,184,-7,-12,-6,23,67,-42,24
1801,183,-14,-18,-15,26,86,-43,51
1802,71,-43,-24,-18,2,94,-51,28
1803,-61,-44,-13,7,-23,93,-31,30
1804,-167,-4,-32,-18,-31,77,-39,40
1805,-213,9,-38,-23,-34,27,-36,32
1806,-152,-7,-17,-18,-14,-107,-31,33
1807,-128,-16,-36,-23,-20,-153,-30,43
1808,?,20,-37,-26,-10,26,-29,34
1809,-228,7,-10,-30,-8,114,?,43
1810,-250,32,-18,-10,-37,111,-32,62
1811,-315,83,-9,-1,-26,152,-18,39
1812,-280,65,-5,4,-24,134,-22,55
1813,-98,71,-13,-6,-12,119,-17,31
1814,?,52,-5,?,-24,134,-25,32
1815,-201,14,-2,-2,-25,3,-16,53
1816,-64,-35,-10,-15,-21,?,?,31
1817,351,-57,-30,-28,-18,-138,-11,21
1818,838,-48,-22,-32,-2,-84,?,14
1819,964,-1,-8,-26,-4,-176,-43,?
1820,751,65,6,?,0,-193,?,-17
1821,473,40,-2,-41,?,-90,?,?
1822,13,-5,-25,-29,-8,73,16,1
1823,?,-6,-16,-32,-13,57,36,3
1824,-285,-37,-7,-31,-28,193,1,12
1825,-297,-31,-9,-24,-24,276,-8,24
1826,-216,?,8,0,-21,258,-8,30
1827,-256,-20,11,7,-7,?,-27,50
1828,-272,-42,?,20,1,119,1,61
1829,-376,-18,24,-2,22,-55,34,69
1830,-461,29,30,-17,21,-95,8,75
1831,-367,13,22,3,-7,-161,22,43
1832,-279,-22,14,-13,1,-487,16,43
1833,-128,-26,18,3,-1,-401,-2,49
1834,155,-7,-3,2,-18,-81,18,61
1835,332,-18,-9,-25,-22,29,40,51
1836,325,-19,-10,-39,-35,156,69,42
1837,264,-14,-18,-39,-34,141,45,69
1838,171,-24,-19,-33,-12,225,34,58
1839,112,-25,-38,?,-2,205,43,30
1840,81,-9,-33,-28,-12,-1,43,43
1841,81,-1,-15,-36,-30,-100,50,36
1842,32,-33,-18,-11,-34,-123,39,38
1843,-69,-64,-31,-8,-25,-131,59,50
1844,-128,-50,-17,-26,-35,-140,65,38
1845,-175,?,-36,-37,-27,25,46,38
1846,-100,-51,-11,-34,-13,78,67,39
1847,50,-59,12,-10,1,-18,43,33
1848,182,-37,6,-22,-1,40,46,17
1849,224,23,14,-3,-12,48,?,?
1850,195,66,-1,-14,14,67,46,40
1851,155,73,13,-16,42,81,54,23
1852,54,32,13,?,47,178,65,32
1853,90,-27,10,12,42,237,70,33
1854,269,-37,-9,?,65,180,53,31
1855,180,-35,?,-31,65,209,69,26
1856,159,-4,-17,-16,83,?,76,1
1857,188,57,-2,-13,82,-22,49,36
1858,147,56,?,?,43,-286,33,37
1859,-11,12,-7,10,55,-179,52,33
1860,-350,-3,26,22,93,63,?,40
1861,-387,-8,-5,6,?,-11,?,44
1862,-331,34,-10,2,102,45,42,41
1863,-376,66,11,-2,103,80,12,14
1864,-571,48,22,-17,100,58,15,29
1865,-749,74,-1,-12,81,92,-1,25
1866,-766,37,-18,-17,89,86,5,36
1867,-701,28,-7,-16,117,99,29,18
1868,-547,52,-26,-26,111,54,13,6
1869,-279,36,-18,-15,106,37,35,6
1870,61,8,-1,2,98,37,71,-13
1871,?,-38,-12,2,102,-68,70,-13
1872,660,-12,-7,-26,?,?,74,15
1873,863,10,-13,-4,84,-115,73,3
1874,691,0,-9,12,91,-49,59,-20
1875,485,?,1,-13,82,27,56,-5
1876,346,71,-5,7,104,53,49,-29
1877,103,127,-10,-10,119,19,56,-16
1878,-68,201,-27,-30,76,65,62,-3
1879,-119,201,-3,-3,72,26,53,-6
1880,-191,158,11,0,72,69,87,?
1881,?,38,-8,-12,?,92,81,1
1882,15,-52,11,2,64,?,64,5
1883,43,-54,-3,?,70,139,68,-31
1884,-39,?,-5,21,45,124,69,-5
1885,204,-59,-10,-6,47,148,87,-31
1886,406,-50,9,-46,44,101,91,?
1887,?,-65,6,-8,-9,-34,79,-11
1888,266,-102,-12,-1,7,-185,74,1
1889,93,-92,-24,-4,23,-101,56,?
1890,-50,-114,-45,-13,7,27,62,-6
1891,-191,-94,-4,-34,31,-22,60,6
1892,-345,-57,-9,-21,11,30,64,-5
1893,-586,-73,-8,-28,3,35,61,13
1894,-575,-74,-15,-48,1,22,48,8
1895,-505,-76,8,-23,?,62,60,-7
1896,-623,-7,14,6,-31,31,59,-13
1897,-713,81,0,-25,-30,69,36,-20
1898,-605,132,-6,-34,-25,52,?,-21
1899,-341,142,-3,-12,-21,47,-1,-10
1900,74,98,-6,6,-25,73,-16,1
1901,524,57,-20,10,12,41,1,-7
1902,566,25,-5,-9,7,41,-3,-5
1903,668,16,10,2,-5,58,-32,10
1904,668,30,46,-3,13,45,-18,12
1905,460,36,18,-9,-5,23,11,-5
1906,588,17,-1,-4,4,4,15,-20
1907,?,-2,?,-39,7,41,8,-10
1908,477,-16,6,-30,9,52,-16,-11
1909,412,?,11,15,7,-13,11,-3
1910,361,-53,1,-16,4,-2,8,2
1911,122,-47,-11,-28,20,68,32,-17
1912,-260,33,-11,-19,26,138,33,-1
1913,?,-10,-7,-24,28,107,26,6
1914,-698,-19,-25,-7,41,107,40,-17
1915,?,-32,?,-21,39,195,50,-5
1916,-843,-97,-11,-24,25,229,71,-11
1917,-646,-114,-12,5,36,171,46,-33
1918,-354,-122,-22,-3,43,20,65,?
1919,-90,-74,-33,-11,39,25,77,0
1920,103,-80,-5,0,17,169,78,3
1921,192,-102,-3,?,23,118,85,-12
1922,363,-13,2,-11,18,-40,92,2
1923,448,117,4,-12,14,-253,89,15
1924,363,196,4,-29,7,-306,95,10
1925,296,?,-3,-1,12,-112,?,2
1926,245,82,-6,-14,5,-36,106,-1
1927,116,35,-7,-29,11,33,96,19
1928,-28,41,-18,-4,?,-10,109,10
1929,66,28,-10,-30,13,-107,101,12
1930,151,30,-3,-36,27,-90,74,28
1931,183,-2,-11,-34,21,-137,76,23
1932,436,-7,-11,-38,-2,-120,?,38
1933,554,-63,-10,-34,4,-161,33,30
1934,346,-88,-42,-8,29,-102,60,23
1935,241,-46,-20,-19,29,46,61,56
1936,42,-30,-11,-27,27,31,?,48
1937,-420,-43,-29,-3,4,83,45,56
1938,-646,-44,-11,-42,3,113,17,70
1939,-623,43,-13,-24,4,180,13,47
1940,-510,127,?,-26,-12,155,18,28
1941,?,160,6,-24,9,104,-6,36
1942,-485,?,2,-1,-5,88,-1,37
1943,-368,106,7,-35,-5,19,-27,27
1944,-333,38,-6,-27,1,105,-7,23
1945,-376,-29,-5,-31,26,97,-11,23
1946,-354,-57,19,?,?,91,-44,28
1947,-25,-110,2,0,?,100,?,38
1948,239,-118,13,-14,45,95,-13,19
1949,97,-87,6,-28,23,80,-41,-6
1950,8,27,-5,-41,19,6,-25,28
1951,-122,78,6,-6,15,-1,-26,37
1952,-182,-17,-9,-14,22,21,-19,27
1953,-207,-67,?,-5,20,53,-6,21
1954,-66,-70,-15,13,22,?,-28,24
1955,43,-88,-19,3,33,76,-19,51
1956,119,-65,-1,27,14,149,?,42
1957,458,-30,-6,2,23,210,-10,47
1958,399,?,11,-6,4,201,5,38
1959,359,-85,-11,-13,-31,124,27,30
1960,416,-39,-16,-11,-15,-11,22,?
1961,395,101,-33,8,-4,?,-6,12
1962,517,197,-39,-7,-13,-109,19,32
1963,396,212,-15,-3,-31,-247,-1,23
1964,146,217,-15,-4,-18,-245,16,26
1965,-112,186,18,-2,?,9,10,29
1966,-278,116,18,-11,?,-80,15,16
1967,-283,71,?,6,-9,-116,64,11
1968,-302,-10,15,-22,-18,28,21,5
1969,-143,-72,18,-22,-15,32,26,17
1970,-11,-56,8,-13,-9,38,-17,19
1971,-7,-30,-11,-10,?,17,-7,23
1972,62,-13,-4,14,-12,33,27,21
1973,146,-26,-2,-24,-15,45,10,?
1974,268,17,-6,-7,1,?,0,?
1975,125,41,2,-8,-14,21,-1,5
1976,-177,30,-22,-20,-20,25,33,-1
1977,-258,1,-25,-15,-44,31,6,10
1978,?,-47,4,-18,-44,17,4,?
1979,-227,-28,-7,6,-26,3,7,-3
1980,26,-22,-5,-4,-21,21,14,6
1981,241,6,20,-17,1,37,-9,19
1982,408,-43,3,-24,-8,19,-21,33
1983,220,-118,2,-34,8,26,-26,28
1984,2,-159,3,-36,27,34,-43,12
1985,-116,-167,-24,-17,48,25,-29,10
1986,-277,?,-17,-7,45,?,-36,21
1987,-473,-88,-3,-2,34,-3,-18,28
1988,-575,-57,?,-18,68,-6,-4,19
1989,-333,30,-13,-28,41,4,-12,33
1990,0,67,-13,-13,30,42,?,34
1991,304,?,-7,-38,66,29,-19,26
1992,431,21,-21,-37,59,14,-24,?
1993,281,25,-33,-34,61,55,?,3
1994,50,9,-15,-42,48,20,-32,?
1995,-232,-8,-30,-36,30,-28,?,10
1996,-360,-9,-26,-64,41,-51,-10,28
1997,-323,51,-15,-44,22,-37,-11,48
1998,-229,91,-14,-12,?,7,8,9
1999,-91,115,2,?,43,5,23,45
2000,21,69,-7,4,48,-8,40,30
2001,138,19,-6,-14,21,-43,32,35
2002,351,19,7,-15,48,?,30,31
2003,448,6,-24,-25,27,17,22,1
2004,312,-7,-30,-32,8,67,37,38
2005,294,17,-8,-22,12,52,49,3
2006,292,?,-14,-26,-9,?,29,16
2007,?,160,-2,12,21,45,20,24
2008,416,132,-12,-5,7,22,22,11
2009,625,4,?,-3,-8,18,26,13
2010,603,-37,-21,0,-14,-4,37,8
2011,82,-42,-12,-7,0,-11,43,35
2012,?,?,-14,7,-8,78,47,12
2013,-151,-75,-8,28,-23,80,56,1
2014,-518,-122,-33,4,-20,66,49,22
2015,-674,-143,-26,-15,-23,41,46,28
2016,-843,-177,-7,10,?,-61,19,40
2017,-791,-171,5,-8,-23,-33,6,30
2018,-706,-130,2,-14,-13,30,3,25
2019,-690,-120,-7,-6,-16,17,31,30
2020,-490,-38,28,10,-14,56,56,66
2021,-331,106,23,27,-8,56,49,?
2022,-420,248,17,34,11,?,45,36
2023,-605,408,12,-6,4,40,31,30
2024,-420,395,6,-35,-7,35,30,-17
2025,-250,290,2,-13,19,52,29,21
2026,-48,248,-3,-7,21,26,22,8
2027,149,?,20,-25,31,6,40,?
2028,296,8,10,-22,11,26,34,-9
2029,399,?,16,-6,28,36,4,-30
2030,325,-155,11,-5,40,33,-24,7
2031,269,-102,1,-11,12,23,-5,-9
2032,298,-79,0,-35,14,11,14,-18
2033,315,-84,4,-41,15,8,10,-12
2034,333,-40,-9,-23,64,23,24,-21
2035,346,-74,-15,?,47,26,17,-17
2036,204,-104,6,?,23,73,22,1
2037,234,-44,2,-32,55,124,16,-13
2038,386,-103,?,-30,12,118,13,-32
2039,566,-141,-31,-36,?,95,32,?
2040,827,-146,-8,-18,33,100,39,-17
2041,593,-112,0,-33,21,103,23,-7
2042,-204,-18,1,-22,32,-19,0,-10
2043,-521,12,3,-5,30,-116,-3,-11
2044,-352,37,-28,-18,44,33,-8,5
2045,-345,72,-9,?,40,112,20,6
2046,-150,29,-22,-33,70,-63,26,18
2047,90,-27,1,-14,72,-151,9,1
2048,304,-78,-9,-22,53,-73,26,13
2049,408,-117,-3,-29,49,-115,34,1
2050,?,-73,-1,-3,46,-167,40,39
2051,369,-11,-31,1,?,82,48,35
2052,?,26,-10,14,69,129,69,33
2053,-104,158,4,27,67,104,56,69
2054,?,256,10,23,74,97,61,51
2055,-193,199,1,0,42,-30,78,31
2056,-323,?,0,0,52,?,64,5
2057,-452,103,-24,2,51,-149,80,21
2058,-430,114,-31,-13,66,86,69,26
2059,-441,124,-18,-30,70,69,69,38
2060,-415,60,-36,?,51,40,54,12
2061,-339,-6,-20,-18,35,?,48,-4
2062,-258,-14,-8,-24,35,-106,27,34
2063,-93,-18,-10,-2,53,1,14,25
2064,60,-42,-7,-17,56,105,2,29
2065,332,-44,-33,-23,67,172,-55,29
2066,603,-55,-18,-2,42,135,-43,22
2067,448,-83,-16,-11,34,92,-51,9
2068,277,-145,-7,-16,46,94,-40,3
2069,167,-176,7,-28,55,?,-36,11
2070,154,-141,-4,-40,82,21,-17,17
2071,52,-129,6,?,51,123,-13,42
2072,-396,-116,-27,-17,52,?,-17,17
2073,-671,-49,-9,-26,87,131,34,-6
2074,-759,-72,11,-35,83,118,24,6
2075,-598,-53,-10,-20,88,-24,56,27
2076,-467,35,-9,-26,74,-98,50,33
2077,-260,?,10,-13,89,54,69,19
2078,16,-22,7,-11,82,89,79,15
2079,104,-132,7,-25,60,-29,80,-8
2080,342,-216,14,-2,67,-117,98,23
2081,?,?,-20,7,60,-59,52,20
2082,757,-130,-13,-7,52,70,49,21
2083,838,-76,11,-23,31,16,35,26
2084,838,155,-9,-5,32,34,20,35
2085,890,347,-11,5,35,54,8,40
2086,605,355,9,4,36,109,0,38
2087,106,353,-13,-16,31,95,-18,49
2088,-351,?,-9,-3,32,84,-22,35
2089,-628,254,-18,15,12,55,-3,54
2090,-909,146,-12,-6,5,-9,-28,66
2091,-972,48,16,22,8,?,-26,59
2092,-756,-15,-10,-5,-13,?,10,53
2093,-485,-26,-41,-14,10,71,7,55
2094,-185,-118,?,23,28,76,-10,58
2095,61,-158,35,10,14,65,2,59
2096,228,-135,12,14,1,52,36,49
2097,442,-155,3,10,12,58,47,41
2098,603,-135,-16,-7,29,89,73,40
2099,648,-5,-7,-14,7,95,107,34
2100,605,59,-17,-37,-3,61,124,46
2101,494,46,-18,-25,7,100,102,33
2102,?,14,-33,?,41,132,101,31
2103,161,-12,-28,?,30,72,107,43
2104,10,22,-20,-17,28,1,81,32
2105,-122,-37,-20,-40,56,15,73,29
2106,-165,-11,6,-2,48,74,55,17
2107,-131,-5,6,-30,33,-55,25,12
2108,-71,-13,14,-28,11,-196,28,1
2109,8,23,-7,-18,24,-203,-17,-1
2110,-43,-22,-9,-14,43,-74,-55,3
2111,-161,-22,-1,-17,88,-6,-58,2
2112,-193,-47,13,-36,99,1,-50,-7
2113,-185,-48,14,-8,81,7,-60,-17
2114,-277,-64,7,-59,68,12,-51,-5
2115,-348,-56,8,-26,56,58,-18,3
2116,-379,-43,2,-10,72,61,14,-10
2117,-453,-27,3,-30,72,67,41,6
2118,-423,15,-14,-15,96,49,45,1
2119,-327,15,13,6,87,42,34,-37
2120,-279,45,-7,1,73,71,38,-16
2121,-250,46,-2,-27,36,49,40,-3
2122,?,25,-12,-17,39,14,31,-1
2123,-207,-23,-36,-35,79,32,64,7
2124,-270,-42,-7,-6,55,62,74,-15
2125,-254,-50,-34,-5,61,69,97,?
2126,-219,-86,-13,11,46,69,127,-10
2127,-205,17,10,28,19,33,104,?
2128,-143,87,-9,-3,?,42,89,-16
2129,-42,83,-9,2,-17,62,91,-19
2130,135,114,-8,-17,-1,?,76,-6
2131,172,199,-15,-18,-19,46,53,-12
2132,125,213,10,-15,-19,4,23,6
2133,121,134,-4,-7,-16,24,12,-35
2134,103,27,-18,-20,-23,48,39,-17
2135,139,-8,-8,-46,-19,37,18,-1
2136,118,24,-7,-36,-37,30,-22,-21
2137,94,12,-3,-34,-43,-47,-21,-14
2138,21,10,-4,-35,-60,-47,2,-35
2139,23,5,10,-40,-54,?,-2,-7
2140,-55,31,8,-9,-54,26,-13,-13
2141,-215,-1,-2,-29,-60,8,?,-23
2142,-104,-6,-5,-51,-48,-19,-17,-5
2143,-52,-30,22,-12,-64,8,3,7
2144,-37,-69,3,-29,-46,26,2,38
2145,14,?,1,-28,-42,50,12,27
2146,41,-40,-6,-16,-60,48,32,33
2147,109,34,-7,-7,-58,41,?,33
2148,144,15,-11,-13,-63,67,22,31
2149,138,3,-33,-11,-38,41,38,37
2150,147,35,-5,-6,-33,73,71,22
2151,116,81,-16,-14,-28,50,50,40
2152,3,67,0,9,-38,32,?,42
2153,-136,-21,-8,-8,-27,124,32,47
2154,-257,-66,-23,-7,-18,?,56,42
2155,-50,-101,-21,10,-18,375,12,70
2156,146,-105,-3,6,1,?,-11,67
2157,?,?,-2,-14,-14,352,-28,38
2158,399,-15,?,-25,-21,248,-56,?
2159,501,14,-8,-2,-31,-84,-74,41
2160,629,-65,-15,-7,-29,-604,-94,39
2161,619,-79,-23,-25,-34,-812,-56,23
2162,591,-16,?,-10,-34,-499,-42,20
2163,?,45,-11,-15,-15,-178,-4,34
2164,530,103,-30,-25,-7,-80,28,14
2165,293,109,?,-13,8,-52,45,25
2166,-44,?,-7,?,-4,111,79,38
2167,?,4,-30,?,20,217,84,24
2168,-506,?,-24,-14,20,237,72,19
2169,-499,0,-40,-21,23,311,49,31
2170,-468,39,-29,-14,41,172,41,47
2171,-413,32,-20,-11,36,46,6,43
2172,-396,-8,-41,-20,63,-48,6,33
2173,-430,-40,-19,-16,?,-352,28,34
2174,-368,-44,-9,12,36,-493,32,28
2175,-193,-60,-25,-28,44,-141,40,38
2176,55,-65,-22,-19,51,-76,42,47
2177,51,-59,1,10,54,-6,31,39
2178,34,-59,-3,-17,73,162,32,58
2179,86,-64,-17,-10,81,97,21,66
2180,72,-98,4,-9,77,159,-16,58
2181,61,?,-7,-25,41,?,-3,38
2182,68,-85,-16,-28,55,32,-12,56
2183,80,-70,17,-11,88,59,-19,52
2184,119,-11,19,-21,76,98,-12,24
2185,142,69,17,?,?,91,1,53
2186,24,115,4,?,106,111,6,59
2187,-77,117,8,-23,110,183,6,52
2188,-139,99,12,-20,85,152,?,59
2189,-184,49,10,-30,100,130,5,68
2190,-161,2,27,?,85,82,-11,64
2191,-191,-8,3,-10,44,107,-33,40
2192,-143,-11,-12,-10,75,?,-45,51
2193,-5,16,-4,-7,65,-269,-47,59
2194,77,26,28,-20,88,-11,-34,46
2195,146,13,15,?,78,104,-50,33
2196,211,-21,14,-9,69,5,-35,-3
2197,245,-42,?,-3,80,48,?,5
2198,216,-45,-13,-2,48,8,-47,-8
2199,182,-52,-22,-29,44,25,-35,-34
2200,?,-14,-11,-6,45,28,-49,-36
2201,37,-4,-8,-23,12,38,-60,-44
2202,-68,33,-10,?,-5,13,-42,-37
2203,-193,110,7,-16,22,-47,-30,-44
2204,-256,71,-3,-12,?,54,-40,-36
2205,-234,9,2,-44,-19,85,-42,-47
2206,-205,-15,0,-24,-4,39,1,-40
2207,-187,-11,18,-26,-9,48,-14,-56
2208,-183,11,1,-53,26,75,-8,-48
2209,-124,3,-13,-28,20,53,-1,-22
2210,-32,37,-27,-33,35,65,-11,-13
2211,-43,15,-41,-23,28,69,5,?
2212,-41,16,23,-14,21,?,25,-43
2213,52,46,-6,-19,16,54,63,-24
2214,86,9,-16,-16,3,44,65,-24
