@relation amp_5_EMGP—slapping-a

@attribute time-index numeric
@attribute ch1 numeric
@attribute ch2 numeric
@attribute ch3 numeric
@attribute ch4 numeric
@attribute ch5 numeric
@attribute ch6 numeric
@attribute ch7 numeric
@attribute ch8 numeric

@data
1455,204,-158,-4,3,-4000,-11,1243,88
1456,167,-110,-45,-212,-4000,-88,1475,108
1457,27,?,?,?,-4000,32,1658,-95
1458,74,-23,-64,?,-4000,235,1801,-362
1459,9,48,10,75,-4000,441,1983,-480
1460,-123,68,18,134,?,520,2049,-409
1461,-158,80,1,116,-4000,563,2058,-579
1462,?,99,6,71,-4000,571,2118,-535
1463,-298,114,-49,-54,-4000,538,2189,-126
1464,-270,52,?,-311,-4000,468,2256,185
1465,-102,49,-7,-375,-4000,420,2321,566
1466,-3,59,-35,-350,-4000,375,2322,760
1467,68,3,-42,-131,-4000,268,?,629
1468,54,4,144,655,-4000,?,2375,286
1469,35,?,299,829,-4000,283,2256,-447
1470,23,-215,191,286,-4000,282,2164,-1042
1471,-44,-325,110,221,-4000,258,2086,-1143
1472,?,-337,100,264,-4000,221,?,-1189
1473,-224,-269,35,84,-4000,166,1931,-974
1474,-195,-240,52,6,-4000,136,1858,-54
1475,-140,-194,50,27,-4000,118,1801,397
1476,-62,-134,-5,-25,-4000,48,1734,253
1477,-17,-99,-18,-53,-4000,34,1605,341
1478,85,-100,-42,?,-3445,10,1475,308
1479,247,-109,-44,-68,-2822,5,1378,629
1480,155,-138,-46,-90,-1878,-23,1278,?
1481,-236,-141,-53,-86,?,?,1120,556
1482,-149,-57,-84,-74,-1422,17,967,621
1483,232,55,-86,-98,-864,4,832,462
1484,?,160,-43,-14,-52,57,730,491
1485,593,215,1,-45,766,131,681,563
1486,619,224,12,-44,1515,163,?,621
1487,640,258,10,-23,2895,101,555,526
1488,570,294,-34,-231,2308,94,470,334
1489,538,282,-64,-263,?,138,396,182
1490,460,250,-76,-132,-468,95,363,-125
1491,275,217,-44,?,819,87,315,-474
1492,119,160,93,317,?,119,201,?
1493,-177,168,55,?,2085,?,110,-934
1494,?,217,30,?,587,270,6,-559
1495,-506,233,37,13,871,303,-25,-147
1496,-547,181,-43,44,?,260,-10,188
1497,-540,154,-19,83,2255,213,-11,422
1498,-477,146,-28,-2,3008,216,-32,491
1499,-404,66,-42,-85,3792,246,-125,?
1500,-354,59,-80,-214,4000,262,-222,825
1501,-262,?,-95,-233,3350,205,-327,811
1502,-178,-12,-77,-251,2569,224,-411,665
1503,-94,-18,-73,-154,2711,258,-477,143
1504,-74,-53,-4,-133,3688,258,-542,-997
1505,-90,-48,46,-197,4000,282,-615,-1884
1506,-79,-57,72,?,4000,276,-717,-2169
1507,-62,-63,23,141,4000,276,-685,-1849
1508,-84,-80,12,85,4000,266,-651,-1344
1509,-82,-55,53,?,4000,254,-696,-1179
1510,-54,?,40,199,4000,293,-745,-1298
1511,-19,-103,-11,?,4000,308,-745,-1296
1512,10,-116,-3,90,4000,274,-680,-586
1513,-20,-122,-21,-140,4000,237,-513,88
1514,-55,?,-55,-229,4000,200,-198,457
1515,-37,-118,-98,-552,?,149,50,462
1516,-8,-129,-174,-625,4000,96,127,275
1517,-34,-75,-37,?,4000,83,159,369
1518,-13,?,39,-260,4000,49,195,377
1519,-15,9,71,121,4000,7,227,355
1520,-58,6,71,497,4000,1,236,330
1521,16,23,1,69,4000,5,283,290
1522,80,37,-3,425,4000,-8,260,275
1523,127,8,1,389,4000,13,246,303
1524,119,-5,76,195,4000,19,303,296
1525,72,-32,4,89,4000,9,362,279
1526,50,?,-43,-219,4000,20,366,260
1527,-47,-14,3,-246,4000,-47,319,213
1528,-132,-11,-33,-458,3610,-151,208,194
1529,-101,1,?,-277,3061,-210,1,132
1530,?,-26,-56,-32,2842,-215,-220,75
1531,-36,-2,-68,?,2516,-170,-408,-7
1532,-58,-36,-101,-307,2581,-147,-521,-80
1533,-223,-50,-237,-393,2188,-139,-587,-118
1534,-380,-65,-133,561,1641,-118,-549,-154
1535,-368,-87,112,1080,1663,-101,-424,-166
1536,-420,-59,227,785,1539,-108,-337,-181
1537,-423,-76,47,30,1733,-102,-241,?
1538,34,-73,-38,-636,1856,-100,-190,-221
1539,448,-77,-40,-711,1789,-96,?,-226
1540,725,?,-99,-790,1405,-37,-359,-254
1541,920,-52,-14,-135,707,?,-394,-284
1542,762,-39,40,689,-21,-92,-353,-288
1543,714,-9,207,894,-1231,-149,-223,-285
1544,652,6,175,769,-1878,-185,-6,-275
1545,465,3,68,581,-1528,-153,32,-265
1546,249,24,52,356,-1053,-76,?,-262
1547,-102,32,?,-105,-787,-25,-363,-270
1548,-319,58,-145,-576,-803,1,-519,-248
1549,-339,99,-215,-1555,-1333,139,-371,-187
1550,-350,81,-152,-1305,-2080,325,-192,-145
1551,-430,130,37,?,-3213,368,-185,-103
1552,-437,98,120,288,-4000,290,-146,-67
1553,-248,103,15,428,-4000,98,124,-29
1554,6,201,4,238,-4000,-146,238,86
1555,66,215,120,378,-4000,-454,260,?
1556,3,251,32,219,-4000,-838,283,88
1557,-52,254,-102,-172,-4000,-1069,297,-44
1558,-61,190,-227,-433,-3327,-905,380,-230
1559,-69,99,-170,-414,-1919,-659,672,-121
1560,-130,87,?,194,-907,-399,1050,27
1561,-112,28,93,524,-247,-293,1503,-24
1562,?,-7,-35,203,-58,-310,2570,172
1563,-14,-27,-188,-409,146,-232,4000,322
1564,-142,-55,-67,-589,607,-337,4000,373
1565,-167,-70,152,11,845,-310,4000,230
1566,41,-84,236,756,1344,-246,4000,-6
1567,131,-91,22,337,1722,-173,4000,62
1568,232,-114,-210,-328,2035,27,4000,72
1569,269,-85,-189,-376,1863,209,4000,-96
1570,193,-116,-122,-449,953,185,?,-395
1571,139,-97,-82,-168,143,155,4000,-388
1572,52,-85,24,366,-787,134,3286,-246
1573,39,-97,89,520,-1577,-2,-774,-124
1574,-20,-85,108,193,-1552,-173,-4000,308
1575,41,?,126,170,-1814,-537,-4000,?
1576,45,-43,110,66,-2354,-695,-4000,124
1577,-205,-35,100,-316,-2356,-271,?,165
1578,-416,-28,31,-246,-2110,68,-4000,247
1579,-440,-6,-8,?,-1843,207,-4000,361
1580,-407,-4,-40,?,-1911,559,-4000,339
1581,-199,-3,-210,-181,-2040,603,-4000,395
1582,-28,24,-324,91,-2387,592,-4000,389
1583,74,19,-187,125,-2550,561,-4000,400
1584,351,21,-155,-1162,-2847,540,-4000,?
1585,399,10,-154,-640,-3378,707,-4000,355
1586,454,?,49,-188,-3278,898,?,348
1587,416,-4,51,-863,-3433,1098,?,322
1588,342,-1,158,513,-3839,1082,-4000,301
1589,256,-12,202,590,-3990,1062,-3558,271
1590,98,-29,93,-75,-3978,1018,-1754,282
1591,-27,-52,140,1148,?,888,-646,241
1592,-187,-22,20,715,-4000,520,168,267
1593,?,26,-50,-228,-4000,?,755,239
1594,-336,20,-153,110,-3925,-222,708,211
1595,-240,48,-45,1216,-3054,-286,?,213
1596,-201,99,271,805,-1717,-146,248,197
1597,-180,106,83,?,-1056,122,729,195
1598,-183,64,89,-430,-1462,311,1353,178
1599,-171,1,318,392,-1803,249,1874,155
1600,-104,-14,?,-290,-1378,237,2049,159
1601,-87,-40,-137,-623,-591,203,2061,190
1602,-61,-15,-420,-414,267,180,2387,149
1603,-46,-35,-419,508,1205,207,2623,140
1604,-18,-26,-254,6,1865,112,2387,149
1605,30,11,-441,-719,2188,38,1503,112
1606,39,14,-320,-487,2190,-23,528,117
1607,46,12,502,-124,2085,-68,1399,174
1608,86,-36,651,533,2190,-102,2907,221
1609,37,-57,423,1314,2255,-112,3411,253
1610,-13,-79,337,?,2255,-108,3738,241
1611,-12,-23,217,438,2642,-105,?,206
1612,22,-12,189,524,3037,-110,2256,?
1613,46,9,57,85,?,-98,2760,185
1614,49,103,89,-383,3167,?,2896,163
1615,74,95,23,-1673,3672,-101,1735,?
1616,80,44,-30,-951,?,-33,209,161
1617,89,33,96,382,4000,?,-2211,143
1618,52,56,-111,728,3619,58,-4000,132
1619,44,18,-269,1167,2645,74,-4000,128
1620,42,13,-180,781,1135,101,-3119,116
1621,38,11,?,390,70,85,-1718,116
1622,?,-31,-463,-83,-338,-30,-745,63
1623,-107,-22,-362,-457,532,-232,-1337,24
1624,-172,1,-198,-1533,1930,-252,-2308,9
1625,-69,37,-579,?,2569,?,-1227,-19
1626,-67,22,-681,-1792,2759,87,1461,5
1627,-82,-1,103,-717,2759,139,3429,27
1628,19,-11,828,101,2776,249,3983,100
1629,51,-21,567,1106,2581,147,2777,159
1630,113,9,187,1080,2376,54,889,149
1631,119,34,150,598,2060,-61,419,?
1632,-87,-34,14,319,1865,-183,954,6
1633,-190,-42,465,1106,1669,-399,1451,5
1634,-113,82,?,472,1352,-680,1661,-56
1635,-240,62,-424,?,1222,-546,1399,-118
1636,-349,-32,-401,-1561,1026,-167,563,-160
1637,-336,-141,-305,-217,757,-157,-96,-211
1638,-146,?,270,1298,1051,-149,-342,-202
1639,100,-92,200,1082,1440,-63,95,-175
1640,422,-37,-393,199,1352,45,1381,-132
1641,?,-46,-616,-249,?,766,2896,-120
1642,487,?,-145,-490,988,1571,3528,-97
1643,-40,-105,622,90,497,1864,2635,-58
1644,-247,-96,?,1695,324,1604,1548,-27
1645,-157,-112,112,-745,-237,1344,1446,34
1646,-74,-91,-378,-1427,-799,807,2384,25
1647,238,-55,-731,-1695,-697,-552,3559,-39
1648,399,0,-662,-186,-360,-2132,4000,-123
1649,473,-18,557,2063,-383,-2420,4000,-187
1650,522,-10,967,260,3,-1615,?,-244
1651,521,?,366,459,599,-1307,4000,-325
1652,416,48,-33,?,990,-619,3233,?
1653,142,98,-165,?,1051,-195,1866,-370
1654,-43,115,-129,496,1026,-184,1735,-398
1655,-359,87,61,215,1120,81,1516,-458
1656,-453,177,-148,642,1319,-17,1735,-537
1657,-430,321,-544,-20,1612,25,2635,-533
1658,-531,363,-418,-320,1771,-45,2244,-557
1659,-619,306,-145,-1858,1669,2,414,-571
1660,-713,278,129,-1565,1131,-11,-1487,-597
1661,-646,263,318,-1608,348,-170,-3212,-579
1662,-453,172,237,-3038,-81,-271,-3989,-506
1663,-314,?,299,-1681,-211,-399,-3977,-461
1664,-190,40,541,1320,-215,-74,-2893,-366
1665,-116,-26,394,1824,-52,123,-1836,-319
1666,-91,-19,4,972,-124,162,-1462,-312
1667,-117,-44,-19,288,-443,348,-1523,-334
1668,-201,-84,-59,826,-270,189,-2109,-395
1669,-409,-141,-267,310,596,-202,-2239,-435
1670,-779,-218,-269,-617,1519,-715,-2340,-512
1671,-908,-259,-133,-1562,1759,-1010,-2402,-531
1672,-639,-269,-228,-1549,1242,-485,-1915,-517
1673,-121,-226,-183,354,99,-550,-1128,-512
1674,595,-200,-3,532,-863,-976,-607,-480
1675,865,-191,-64,496,-1357,-685,21,-427
1676,1059,-160,-93,121,-1593,-576,1353,-399
1677,1246,-197,-133,116,-1593,-286,2907,-343
1678,1144,-169,-15,402,-1235,-146,3404,-313
1679,986,-24,108,194,?,54,1642,-267
1680,768,2,26,323,403,348,-443,-262
1681,660,-60,-55,199,898,493,-1655,-224
1682,606,-33,-89,456,944,740,-2082,-95
1683,406,75,-144,497,352,772,-1511,-83
1684,12,117,-224,304,-620,831,-467,-34
1685,-274,168,-243,26,-1518,871,-123,-48
1686,-321,311,-163,223,-2084,884,-1032,-99
1687,-327,347,-67,-30,-2678,778,-1749,-3
1688,-440,342,-103,-849,?,636,-1238,102
1689,-553,290,43,?,-3339,527,-10,?
1690,-706,?,171,?,-3327,407,728,369
1691,-639,152,128,366,-3391,311,1098,422
1692,-378,69,109,?,-3860,106,1223,538
1693,-318,27,28,?,-3799,-92,637,629
1694,?,10,75,650,-3534,-326,-63,751
1695,?,47,31,-24,-3445,-549,-501,864
1696,-684,-3,-128,-917,-3391,-651,-325,983
1697,-1064,-73,-255,-906,-3447,-607,-420,1085
1698,-1668,-278,-350,-913,?,-440,-847,1185
1699,-1929,-465,-556,-848,-4000,-280,-1266,1317
1700,-1550,-424,-324,425,-4000,-187,-2075,1445
1701,-979,-373,622,341,-4000,-89,-2533,1541
1702,-327,-220,697,642,-3525,-71,-2903,1663
1703,566,-202,311,1184,-2730,-264,-3082,1838
1704,1384,?,179,-435,-1589,-470,-2728,1964
1705,2093,-117,89,-930,-120,-641,-2223,2054
1706,?,-13,174,-754,1026,-758,-1488,?
1707,2790,67,188,454,1440,?,-403,2231
1708,2653,130,77,272,1539,-810,1145,2249
1709,2137,217,-124,-283,1733,-824,3269,2302
1710,1616,245,-52,903,2057,-940,4000,2313
1711,1093,347,4,781,2255,-419,4000,2290
1712,595,282,-103,22,1759,303,4000,2249
1713,176,130,-224,?,1012,301,4000,2176
1714,-331,113,-302,-1435,1006,237,4000,2054
1715,-820,172,-147,-558,?,?,4000,1915
1716,-1068,237,-30,-701,1279,106,4000,1728
1717,-1153,248,38,142,1669,-219,4000,1533
1718,-1096,208,-47,1119,1921,?,4000,1346
1719,-970,139,148,980,1669,-144,4000,1174
1720,-760,-102,516,1220,1051,119,4000,947
1721,-586,-366,288,549,281,480,3411,760
1722,-652,-463,93,402,55,532,1642,552
1723,-738,-465,53,?,133,587,-586,296
1724,-714,-257,-63,-831,37,?,-2311,60
1725,-649,-5,3,-623,-171,913,-2968,-153
1726,-482,82,88,-1269,-374,728,-2276,?
1727,-301,69,-46,-1044,-618,498,-203,-419
1728,?,25,-139,31,-1198,672,2582,-586
1729,-106,-104,-132,?,-1658,658,4000,-759
1730,-32,?,22,264,-1658,669,4000,-976
1731,6,-143,136,245,-1445,611,3799,-1062
1732,126,-279,-36,-88,-1267,665,628,-1083
1733,257,-228,-41,459,-1311,615,?,-1143
1734,273,-199,-46,310,-1583,441,-4000,-1192
1735,277,-167,-133,549,-1750,346,-4000,-1208
1736,315,-34,-189,532,-1583,303,-4000,?
1737,257,-77,-204,624,-1267,211,-4000,-1237
1738,65,9,-221,576,-1333,-55,-4000,-1269
1739,-122,103,-282,-44,-1691,-120,-4000,-1274
1740,-193,110,-213,-157,-1904,-48,-4000,-1270
1741,-420,193,-59,-92,-2757,-9,?,-1257
1742,-713,174,-30,-724,-3237,-54,-4000,-1254
1743,-779,172,34,?,-2704,-62,-4000,-1208
1744,-701,140,75,-209,-1691,-16,-4000,-1208
1745,-506,92,1,-482,-486,39,-4000,-1192
1746,-233,30,-28,-670,205,-4,-4000,-1179
1747,-83,-107,75,-40,831,-55,-4000,-1204
1748,27,-203,256,695,1180,-114,-4000,-1204
1749,185,-236,122,134,1344,-120,-4000,-1143
1750,269,-191,-36,-5,1507,-77,-4000,?
1751,322,-102,-77,-133,1669,-45,-3705,-983
1752,395,-24,-113,-219,2117,91,-2756,-883
1753,530,16,-39,187,2569,115,-2422,-753
1754,668,81,22,-306,3167,174,-2115,-645
1755,827,250,67,-209,3809,244,?,-492
1756,889,?,93,150,?,131,-1889,-323
1757,851,408,130,207,4000,-118,-1901,-207
1758,721,420,67,25,4000,-375,?,-101
1759,501,294,?,-274,4000,-281,-1523,-47
1760,223,244,?,-243,3998,-178,-550,-14
1761,1,196,120,85,3998,-317,547,?
1762,-135,134,123,286,4000,-232,1132,49
1763,-258,103,85,206,4000,-238,1262,-13
1764,-294,66,-2,-59,4000,-354,1503,-84
1765,-288,95,-129,-84,4000,-137,1858,?
1766,-553,92,-267,-320,4000,-68,2358,?
1767,-901,7,-308,-122,4000,-37,2635,-232
1768,-719,-42,57,1045,4000,88,2517,?
1769,-559,-101,476,600,4000,65,2843,-541
1770,-570,-168,312,55,?,83,2843,-612
1771,-471,-156,96,590,2842,-112,2814,-674
1772,-327,-82,-34,154,2443,-541,3689,-753
1773,-70,-29,-190,-437,2035,-576,4000,-753
1774,195,28,-141,-499,1660,?,4000,-726
1775,501,-15,12,-131,1279,-62,4000,-687
1776,739,?,207,134,922,10,4000,-559
1777,798,-144,-2,-137,918,258,4000,-427
1778,605,-155,-206,-564,1205,805,4000,-280
1779,346,?,57,-148,1405,?,4000,-164
1780,154,263,279,728,1710,845,4000,-40
1781,6,477,223,60,2188,?,4000,30
1782,-63,489,?,-348,2906,-170,4000,95
1783,-116,?,12,91,?,-451,4000,91
1784,-154,322,54,-69,4000,-159,4000,75
1785,-136,206,38,-195,4000,-267,4000,76
1786,-311,154,97,-776,4000,-617,4000,13
1787,-521,?,49,-825,3753,-49,4000,79
1788,-374,55,-162,-437,3085,368,3017,?
1789,-220,37,-413,-32,2320,-183,1931,112
1790,-108,51,-180,915,1669,-938,1569,129
1791,-43,46,150,690,1051,-1841,967,114
1792,-219,54,147,272,247,-1780,193,128
1793,-327,14,-8,163,-485,-1107,-320,64
1794,-375,-47,-14,-42,-876,-419,140,85
1795,-262,-98,?,64,-1432,290,69,54
1796,-158,-161,-26,-76,-2016,479,-1317,-49
1797,-285,-261,3,12,-2224,573,-2707,-53
1798,-279,-368,-57,-3,-2248,669,-3599,-50
1799,-280,-318,-53,-56,-2077,772,-3247,-42
1800,-106,-221,-110,?,?,728,-2394,-50
1801,334,-208,-107,34,-2484,693,-1200,-44
1802,697,-236,-66,80,-2706,626,311,3
1803,855,-306,-77,-29,-3248,412,1778,34
1804,?,-399,-78,-114,-3925,311,2873,18
1805,798,-266,?,-284,-4000,-109,3528,27
1806,674,-34,-53,-59,-4000,-153,4000,82
1807,554,38,41,236,?,246,4000,146
1808,334,-4,35,221,-4000,283,4000,188
1809,?,-36,5,134,-4000,289,4000,154
1810,-92,-37,68,107,-4000,429,4000,76
1811,-213,?,0,-81,-4000,853,4000,105
1812,-384,41,-76,-188,-4000,1242,4000,167
1813,-510,86,-20,134,-4000,1053,?,223
1814,-482,130,1,325,-4000,938,4000,243
1815,-516,171,-45,140,-4000,570,4000,192
1816,-488,?,-173,-418,-4000,-312,4000,190
1817,-445,131,-215,-768,-4000,-1309,4000,158
1818,-341,103,38,-466,-4000,-1800,4000,137
1819,-232,99,185,?,-4000,-1648,4000,149
1820,-156,3,-55,-218,-4000,-964,?,108
1821,-67,-86,?,-67,-4000,?,4000,35
1822,-5,-142,33,459,-3899,558,4000,-22
1823,39,-164,77,?,-3445,368,?,-27
1824,12,-160,77,?,-3051,161,2896,-13
1825,6,-146,2,83,-2691,105,2444,14
1826,-10,-86,?,-417,-2016,490,2570,-7
1827,-25,?,19,-701,-1267,?,2712,-11
1828,4,-58,62,-472,-924,?,2582,-14
1829,74,-113,49,268,-811,1378,3086,-36
1830,139,-121,-14,-8,-686,933,3281,-76
1831,58,-20,82,206,-341,-39,1996,-80
1832,-32,116,103,?,31,-945,311,-101
1833,10,52,88,655,266,-1430,-1238,-97
1834,41,-56,91,549,314,-2246,-2536,-53
1835,72,-91,-156,-56,417,-2703,-4000,-31
1836,128,-151,-161,-121,625,-1438,-4000,-60
1837,70,-153,-47,-499,806,-460,-4000,-190
1838,-6,-130,-55,12,1049,140,-2601,-214
1839,-45,-87,16,83,1358,1148,-998,-112
1840,-172,-56,62,-198,1604,1710,-922,-42
1841,-237,28,61,-277,1770,2034,-1136,15
1842,-74,84,103,113,1800,1645,-2545,105
1843,59,10,-44,?,1756,923,-4000,123
1844,20,-67,-67,-106,1537,-264,-4000,193
1845,-29,-126,24,669,1352,-1522,-4000,239
1846,118,-70,-88,459,1474,-2008,-3965,269
1847,?,-97,9,115,1669,-1430,-2241,367
1848,416,-122,-26,?,2030,119,-1311,352
1849,303,-37,?,-328,2710,540,-1589,377
1850,-178,-26,-206,-484,3493,744,-1262,475
1851,-477,-31,56,-79,4000,913,-1376,499
1852,-490,-11,246,167,4000,102,-1238,525
1853,-441,41,100,-284,4000,-1010,-707,474
1854,-294,75,38,-166,4000,-1574,-485,434
1855,-55,116,-52,-180,4000,-785,-334,442
1856,187,152,-11,-241,4000,-354,-497,419
1857,501,160,-84,-450,4000,-375,-151,377
1858,786,160,?,-67,4000,-396,-284,416
1859,1116,?,?,453,4000,-102,-759,469
1860,1287,57,-60,337,4000,423,-851,442
1861,1173,103,3,-119,4000,460,-326,434
1862,905,128,-48,178,4000,570,10,?
1863,554,81,10,140,4000,1126,-182,387
1864,226,7,-37,-287,4000,1352,-252,358
1865,-214,40,-48,-291,4000,1502,-479,?
1866,-482,132,-48,-179,3941,1856,-647,241
1867,-584,133,-42,61,3619,1733,-696,178
1868,-637,?,?,-141,?,1071,?,60
1869,-569,99,5,-66,3020,40,?,-145
1870,-571,84,24,-130,2776,-289,-371,-362
1871,-575,132,0,11,2190,-439,1206,-468
1872,-546,?,14,55,1409,-991,899,-494
1873,-482,18,-18,21,?,-945,-542,-605
1874,-371,-24,1,112,355,36,-1209,-622
1875,-293,30,-26,6,7,1148,-2529,-612
1876,-176,?,-18,88,-247,1157,?,-655
1877,-97,-68,-9,27,-457,1254,-4000,-723
1878,-136,-91,-20,69,-415,1287,-4000,-809
1879,-131,-96,?,20,-490,94,-4000,-883
1880,-97,-57,?,3,-664,-1262,-3040,-909
1881,-78,-32,9,-29,-632,-656,-1635,-832
1882,-97,-20,51,-20,-970,598,-1511,-772
1883,-67,-26,63,34,-1583,-331,?,-739
1884,-34,-52,46,5,-2057,-1171,-1702,-713
1885,-45,-32,88,9,-2098,-781,-1470,-612
1886,-29,8,68,-45,-1896,-792,?,-521
1887,-42,-36,23,-28,?,-1633,?,-440
1888,-51,-76,-23,-21,-1843,-2351,?,-409
1889,?,-68,-74,34,-1740,-1961,939,-480
1890,3,89,-94,26,-2286,-961,135,-584
1891,46,193,-120,18,-3266,-393,-349,-556
1892,55,91,-122,23,?,-51,-193,-354
1893,45,35,?,16,-3639,453,628,-99
1894,34,44,-145,48,-4000,658,1646,204
1895,20,-19,-137,34,-4000,831,1801,258
1896,12,-224,-129,-1,-4000,1077,1735,267
1897,55,-259,-147,-11,-4000,1309,1711,283
1898,61,-188,-87,2,-4000,1660,?,127
1899,36,-177,72,11,-3852,1663,1345,39
1900,33,-44,?,55,-4000,1344,1320,-42
1901,17,-10,50,47,-4000,?,1442,-80
1902,25,94,?,14,?,1082,1345,-120
1903,47,317,-13,80,-4000,418,1149,-205
1904,43,452,-29,115,?,-779,1056,-344
1905,28,397,-56,-27,-4000,-645,625,-472
1906,39,477,-71,-4,-4000,-510,368,-519
1907,93,620,-73,54,-2484,-1516,?,-521
1908,88,?,-82,2,-1854,-1457,-72,-597
1909,74,159,-46,-19,-2537,-1461,-558,-622
1910,62,?,-6,-38,?,-1160,-595,-446
1911,32,-96,3,?,-2484,-153,-499,-297
1912,27,-64,-11,5,-2964,21,-267,?
1913,?,-144,2,8,-2289,258,-5,64
1914,5,-109,-8,-20,-2442,571,-20,228
1915,-24,-67,12,-41,-3381,728,-106,426
1916,?,18,22,1,-3818,772,-163,629
1917,?,-25,?,16,-3833,792,-203,817
1918,10,-57,8,6,?,871,-245,994
1919,25,-80,36,7,-2236,871,-126,1150
1920,-9,-131,67,16,-2224,754,-41,1313
1921,15,-202,45,7,?,534,-14,?
1922,-5,-261,69,20,-4000,193,30,1531
1923,-24,-138,40,?,-4000,-222,246,1598
1924,-5,-19,?,170,-4000,-407,498,1663
1925,?,-4,20,150,-2678,-348,637,1753
1926,-12,-17,20,85,-1583,-129,611,1781
1927,0,-1,20,141,-1210,4,423,1768
1928,6,-13,16,6,-1324,-13,241,1704
1929,0,21,34,-397,-1125,?,-1,1639
1930,-7,12,51,?,-93,200,-199,1496
1931,-20,-29,76,-42,1131,225,-334,1205
1932,-3,-12,46,42,2645,311,-448,?
1933,-15,-29,65,41,3851,961,-542,853
1934,-193,-42,44,13,3554,1759,-599,695
1935,-282,-21,35,-37,2815,1417,-672,564
1936,-171,16,30,6,2554,980,-802,414
1937,-122,56,29,-28,2634,402,-727,426
1938,8,75,51,-26,2895,-798,-612,369
1939,145,37,4,-22,2320,-2061,-725,326
1940,250,37,16,-33,1580,-3127,-521,674
1941,326,-10,-40,-15,1834,-2570,-257,1207
1942,334,-67,-56,28,1971,?,-140,1509
1943,241,-32,4,?,1660,-874,140,1768
1944,95,-89,-13,-95,1669,?,238,1590
1945,-47,?,19,-119,2699,-48,303,1085
1946,-309,78,59,-149,4000,368,441,1020
1947,-374,38,46,?,4000,574,708,519
1948,-392,4,22,-73,4000,668,913,-427
1949,?,-15,40,-65,4000,682,897,?
1950,-212,20,1,-13,4000,466,960,-1518
1951,-104,11,3,-11,2947,376,1072,-1809
1952,103,-91,12,-10,2190,334,1339,-817
1953,224,-151,-63,36,2103,333,1599,-198
1954,293,-111,-37,66,2060,303,1841,-924
1955,408,-51,-29,101,1800,?,2183,-2090
1956,458,-52,9,91,1669,202,2450,-4000
1957,397,-16,27,-26,1336,170,2452,-4000
1958,399,19,25,-54,896,146,2256,-4000
1959,408,?,35,-79,1071,141,2256,-3711
1960,141,-244,0,-225,1515,118,1931,-3273
1961,-479,-310,9,-284,1840,85,1540,-3024
1962,-801,-291,6,-189,1995,75,1483,-2811
1963,-836,-181,-14,-171,2048,54,1319,-2410
1964,-858,-115,-16,-91,1789,75,1117,-2536
1965,-719,12,-18,-32,1930,45,946,-2320
1966,?,113,-18,-22,2759,37,977,-1269
1967,-671,184,-20,34,3213,21,1259,-427
1968,-651,263,-25,-1,3085,-27,?,274
1969,-154,332,-16,33,2842,-9,1271,389
1970,308,306,-25,24,2161,29,693,760
1971,707,195,-47,-9,67,62,69,947
1972,1000,325,-37,-22,-1593,75,-75,1205
1973,1189,290,-32,-23,-2309,21,-80,1533
1974,1433,241,-2,-13,-2368,-45,-350,1728
1975,1106,143,20,44,-1691,-11,-659,1598
1976,-652,-181,16,32,-1058,24,-1262,981
1977,-2741,-383,38,-14,-24,-16,-1877,1346
1978,-2710,-261,42,11,328,-71,-2223,1859
1979,-2143,144,65,-7,-66,-52,-2549,1513
1980,-1769,374,152,10,-1096,-18,-2628,1207
1981,-632,363,217,0,-938,32,-2821,766
1982,277,120,246,-12,988,20,-3386,813
1983,1507,-269,288,59,?,29,-3455,1445
1984,2678,-526,223,95,3558,63,-3312,2225
1985,3560,-505,179,71,3102,73,-3212,3096
1986,3906,-757,138,42,1901,55,-2728,3144
1987,2653,-670,-39,-49,227,36,-2204,3195
1988,908,215,-221,-174,-498,56,-1989,2941
1989,168,876,-324,-164,-299,-16,-2223,2422
1990,-885,923,-198,?,?,-76,-2312,2249
1991,-2109,607,-70,115,1604,?,-2388,1764
1992,-2256,567,-67,-23,1466,-6,-2899,1111
1993,-2647,412,99,5,1213,27,-3212,-344
1994,-2737,63,250,8,1863,-4,-3580,-1761
1995,-1585,-217,299,-23,959,-37,-3638,-2415
1996,?,-507,253,-23,1180,-49,-3688,-2462
1997,1173,-651,64,-84,1604,-92,-4000,-2181
1998,2256,-513,-70,?,2163,-179,-4000,-2324
1999,3265,-142,-53,-72,2581,-179,-4000,-1577
2000,3507,98,-9,-54,3837,-68,-4000,80
2001,2613,225,-190,-61,?,110,-4000,1236
2002,36,142,-342,-59,4000,169,-4000,960
2003,-2896,-86,-385,-29,4000,134,-4000,-58
2004,-3360,-80,-434,-10,4000,92,-4000,-869
2005,-2632,-208,-409,20,3102,26,-4000,-2619
2006,-2130,-194,-338,-39,2449,-51,-4000,-4000
2007,-635,36,-279,-86,2872,-98,-4000,-4000
2008,797,160,-257,-116,2376,?,-4000,-2934
2009,2288,-3,-192,-155,2159,-64,-4000,-1498
2010,3252,-360,-393,-163,2516,-43,-4000,-976
2011,1791,?,-507,-141,2882,-67,-4000,-817
2012,-2010,-244,-497,-137,3794,-53,-4000,-1391
2013,-4000,49,-635,-84,4000,-61,-4000,-1589
2014,-3931,?,-450,-73,3837,-49,-4000,-549
2015,-4000,672,-140,15,2451,-72,-4000,1399
2016,?,193,154,199,-877,-125,-4000,2835
2017,-4000,-188,408,141,-4000,-79,-4000,2835
