@relation amp_5_ADL-brush-teeth

@attribute time-index numeric
@attribute x-axis numeric
@attribute y-axis numeric
@attribute z-axis numeric

@data
1652,26,31,40
1653,27,53,35
1654,32,63,22
1655,35,53,24
1656,28,36,32
1657,24,47,39
1658,25,62,31
1659,27,62,25
1660,22,52,?
1661,13,43,29
1662,19,51,32
1663,24,49,35
1664,29,59,34
1665,29,60,31
1666,32,53,31
1667,31,51,32
1668,29,47,34
1669,27,48,35
1670,26,49,37
1671,23,?,39
1672,22,48,40
1673,21,48,38
1674,19,51,40
1675,19,53,39
1676,19,?,38
1677,20,51,?
1678,19,50,37
1679,19,52,37
1680,19,53,38
1681,20,52,40
1682,20,51,38
1683,21,54,38
1684,24,54,38
1685,25,54,?
1686,27,55,38
1687,?,53,37
1688,28,54,37
1689,26,53,33
1690,28,61,38
1691,31,38,38
1692,31,23,40
1693,28,45,46
1694,31,62,30
1695,31,63,?
1696,28,49,26
1697,28,28,36
1698,26,29,42
1699,?,53,45
1700,29,60,32
1701,32,63,26
1702,34,55,30
1703,29,?,34
1704,27,27,41
1705,28,48,?
1706,30,60,28
1707,33,63,22
1708,33,59,27
1709,28,34,36
1710,25,46,45
1711,?,52,35
1712,29,63,25
1713,37,63,18
1714,32,40,26
1715,29,31,39
1716,27,52,39
1717,32,62,28
1718,36,63,19
1719,33,46,24
1720,29,30,37
1721,25,54,40
1722,30,62,27
1723,36,63,22
1724,32,49,25
1725,28,32,?
1726,26,53,39
1727,30,63,27
1728,37,?,17
1729,30,48,28
1730,28,33,40
1731,25,49,37
1732,30,61,25
1733,37,63,21
1734,30,50,27
1735,27,24,34
1736,23,53,39
1737,28,62,23
1738,38,63,19
1739,?,43,29
1740,28,36,40
1741,27,53,36
1742,31,63,21
1743,34,57,22
1744,26,38,32
1745,25,42,39
1746,28,51,37
1747,32,63,?
1748,36,57,22
1749,26,?,32
1750,25,43,40
1751,28,55,?
1752,34,63,20
1753,35,56,24
1754,27,33,31
1755,19,44,?
1756,17,51,35
1757,19,47,37
1758,23,37,31
1759,22,?,29
1760,24,63,32
1761,26,55,32
1762,27,56,34
1763,28,51,36
1764,28,50,38
1765,27,46,37
1766,?,47,37
1767,22,47,39
1768,20,45,40
1769,19,47,41
1770,18,48,41
1771,18,47,41
1772,19,46,41
1773,18,46,41
1774,20,49,41
1775,18,49,41
1776,18,48,41
1777,18,48,40
1778,20,?,41
1779,19,50,41
1780,20,?,40
1781,19,48,41
1782,21,48,40
1783,22,46,40
1784,22,46,41
1785,25,44,42
1786,26,46,43
1787,26,?,42
1788,27,43,45
1789,25,45,44
1790,18,53,43
1791,15,52,45
1792,15,48,44
1793,17,47,42
1794,17,48,45
1795,20,45,46
1796,?,48,47
1797,22,48,48
1798,24,51,45
1799,?,?,43
1800,26,48,44
1801,27,46,44
1802,24,48,43
1803,27,47,43
1804,25,48,44
1805,27,47,41
1806,30,46,43
1807,32,52,41
1808,32,40,42
1809,34,54,45
1810,?,50,40
1811,17,45,40
1812,4,28,42
1813,8,?,47
1814,19,56,41
1815,33,57,45
1816,55,62,37
1817,47,48,40
1818,32,46,41
1819,9,45,44
1820,1,42,47
1821,8,57,41
1822,18,39,43
1823,?,50,47
1824,47,56,39
1825,44,59,38
1826,39,43,40
1827,29,52,38
1828,11,?,44
1829,5,47,43
1830,12,53,40
1831,21,61,39
1832,41,51,41
1833,52,62,36
1834,39,50,42
1835,31,49,42
1836,9,44,42
1837,8,?,37
1838,16,47,?
1839,29,49,?
1840,48,57,39
1841,47,56,39
1842,?,47,41
1843,20,53,38
1844,2,48,39
1845,8,54,41
1846,20,36,44
1847,39,53,42
1848,?,63,36
1849,?,46,40
1850,24,51,41
1851,3,49,42
1852,12,55,36
1853,20,43,42
1854,47,47,36
1855,48,55,41
1856,32,57,47
1857,9,49,46
1858,7,?,36
1859,18,?,39
1860,45,51,36
1861,48,55,41
1862,36,52,45
1863,11,47,47
1864,6,44,37
1865,14,50,41
1866,34,58,41
1867,53,62,33
1868,43,47,36
1869,27,43,40
1870,10,48,43
1871,12,50,42
1872,20,47,40
1873,36,54,38
1874,50,61,32
1875,43,49,36
1876,32,51,47
1877,16,51,43
1878,2,47,40
1879,11,54,36
1880,34,58,39
1881,51,62,?
1882,44,52,38
1883,34,48,43
1884,10,52,33
1885,2,47,39
1886,18,50,?
1887,29,53,32
1888,38,49,36
1889,36,51,33
1890,31,59,38
1891,30,63,43
1892,29,63,36
1893,25,53,33
1894,27,49,29
1895,27,41,30
1896,28,38,38
1897,28,55,37
1898,29,63,?
1899,29,61,23
1900,29,33,23
1901,27,30,32
1902,26,53,38
1903,32,62,37
1904,30,62,22
1905,32,63,?
1906,27,39,24
1907,?,26,37
1908,23,56,40
1909,30,59,37
1910,32,63,18
1911,36,63,20
1912,29,?,26
1913,27,32,40
1914,22,55,43
1915,29,59,32
1916,31,63,14
1917,38,55,18
1918,29,30,30
1919,28,40,39
1920,28,51,35
1921,30,63,22
1922,38,62,20
1923,27,46,32
1924,26,31,41
1925,27,52,35
1926,30,57,23
1927,33,63,12
1928,27,?,23
1929,27,36,35
1930,26,54,44
1931,30,62,32
1932,35,?,22
1933,33,52,23
1934,27,40,27
1935,?,31,39
1936,?,49,38
1937,30,63,25
1938,37,63,21
1939,30,39,28
1940,29,35,36
1941,24,50,36
1942,29,57,33
1943,31,63,?
1944,34,60,23
1945,27,44,28
1946,27,?,40
1947,25,52,41
1948,31,52,26
1949,33,63,18
1950,31,49,23
1951,?,39,38
1952,25,45,39
1953,29,57,37
1954,30,?,19
1955,35,58,18
1956,26,42,22
1957,24,29,40
1958,23,55,40
1959,29,62,31
1960,30,63,15
1961,29,55,18
1962,25,44,30
1963,25,25,44
1964,25,52,38
1965,28,62,23
1966,?,?,15
1967,29,44,26
1968,25,38,37
1969,21,47,36
1970,27,54,34
1971,29,63,20
1972,34,59,24
1973,26,30,34
1974,25,37,38
1975,23,53,38
1976,23,62,32
1977,23,56,33
1978,25,?,33
1979,30,53,33
1980,?,56,30
1981,28,?,33
1982,29,60,31
1983,?,43,27
1984,19,44,31
1985,6,27,40
1986,14,40,38
1987,23,55,33
1988,29,56,37
1989,52,61,30
1990,50,50,34
1991,28,53,42
1992,21,51,41
1993,?,47,41
1994,4,55,37
1995,23,43,40
1996,47,49,32
1997,55,?,29
1998,30,55,39
1999,8,36,45
2000,15,51,33
2001,30,44,30
2002,30,?,38
2003,33,48,44
2004,33,49,45
2005,33,47,45
2006,30,53,43
2007,26,52,42
2008,27,50,44
2009,29,55,41
2010,25,52,41
2011,24,46,40
2012,24,51,44
2013,23,49,44
2014,24,46,44
2015,24,50,45
2016,?,50,44
2017,28,46,41
2018,?,50,40
2019,27,48,43
2020,26,53,41
2021,23,45,38
2022,31,62,46
2023,26,57,?
2024,25,50,41
2025,22,47,41
2026,18,47,38
2027,19,50,40
2028,21,49,39
2029,22,49,39
2030,24,50,40
2031,25,51,37
2032,26,51,38
2033,27,50,38
2034,27,49,38
2035,27,?,38
2036,26,52,?
2037,27,52,38
2038,26,51,37
2039,25,53,36
2040,25,54,36
2041,25,51,35
2042,23,51,35
2043,23,50,34
2044,22,50,34
2045,23,51,34
2046,22,51,33
2047,21,53,34
2048,19,51,34
2049,21,50,35
2050,21,50,35
2051,20,51,34
2052,20,52,35
2053,21,51,35
2054,22,51,34
2055,20,49,37
2056,20,51,36
2057,21,49,?
2058,20,49,38
2059,20,51,40
2060,19,51,40
2061,20,48,40
2062,22,49,?
2063,22,50,42
2064,23,51,42
2065,?,51,42
2066,25,51,42
2067,26,50,43
2068,27,49,43
2069,26,49,42
2070,26,47,43
2071,27,48,43
2072,28,47,44
2073,28,47,41
2074,27,49,42
2075,27,50,?
2076,28,48,42
2077,28,47,41
2078,27,49,41
2079,27,48,41
2080,28,46,42
2081,26,44,41
2082,24,46,42
2083,24,47,46
2084,22,46,44
2085,21,48,45
2086,19,46,45
2087,19,47,48
2088,23,47,49
2089,24,48,47
2090,19,49,?
2091,18,48,?
2092,20,49,45
2093,21,44,45
2094,26,41,46
2095,26,38,45
2096,31,?,45
2097,31,?,47
2098,34,42,48
2099,33,?,50
2100,30,46,48
2101,27,48,49
2102,27,49,?
2103,26,46,50
2104,26,44,49
2105,23,41,46
2106,24,41,47
2107,22,37,48
2108,18,35,?
2109,17,38,48
2110,18,40,48
2111,16,38,47
2112,17,38,49
2113,18,?,48
2114,?,41,47
2115,21,41,47
2116,21,40,47
2117,20,40,46
2118,21,41,46
2119,20,?,47
2120,19,40,47
2121,18,40,47
2122,16,41,47
2123,14,41,48
2124,14,41,46
2125,12,41,46
2126,?,42,45
2127,16,41,45
2128,16,42,47
2129,19,39,45
2130,24,40,45
2131,26,38,47
2132,26,37,45
2133,30,39,46
2134,28,40,?
2135,29,41,49
2136,28,40,49
2137,30,42,51
2138,27,?,51
2139,28,43,50
2140,26,44,52
2141,26,43,49
2142,26,43,50
2143,?,44,50
2144,24,43,49
2145,24,44,49
2146,24,43,49
2147,25,44,49
2148,24,46,48
2149,24,45,48
2150,23,45,48
2151,?,44,47
2152,23,44,46
2153,23,?,46
2154,24,44,47
2155,23,45,46
2156,24,44,47
2157,24,45,47
2158,23,45,46
2159,23,44,45
2160,23,44,45
2161,22,45,46
2162,22,43,?
2163,23,41,44
2164,23,42,44
2165,23,42,44
2166,22,40,43
2167,20,44,46
