@relation aden-lower-limb

@attribute time-index integer
@attribute Recto-Femoral real
@attribute Biceps-Femoral real
@attribute Vasto-Medial real
@attribute EMG-Semitendinoso real
@attribute Flexo-Extension real

@data
3374,-0.0165,0.0015,-0.0105,0.003,-27.8
3375,0.0007,0.0045,-0.0128,0.0037,-28
3376,0.0045,0.0037,-0.006,0.0015,-27.9
3377,0.0037,0.0052,0.0015,0,-28
3378,0.0067,0.0045,-0.0008,-0.0015,-28
3379,0.0187,0.0015,-0.0046,-0.003,-28
3380,0.0525,0.0007,0,-0.0046,-28.2
3381,0.0795,-0.0015,0.0015,-0.003,-28
3382,0.0825,-0.003,0.0022,-0.0023,-28.3
3383,0.0315,-0.0038,-0.0008,-0.0008,-28.2
3384,-0.0788,-0.0008,-0.0091,0.003,-28.3
3385,-0.1485,0.0007,-0.0165,0.0007,-28.5
3386,-0.1396,-0.0008,-0.0158,-0.0008,-28.3
3387,-0.1043,-0.0008,-0.0143,-0.0008,-28.5
3388,-0.0165,-0.0015,-0.015,-0.0008,-28.5
3389,0.024,-0.0008,-0.015,-0.0015,-28.8
3390,0.033,-0.003,-0.0158,-0.0068,-28.6
3391,0.0277,-0.006,-0.0143,-0.0083,-28.6
3392,-0.0256,-0.0015,-0.0135,-0.0038,-28.8
3393,-0.0008,0.006,-0.0105,0.0007,-28.6
3394,0.0007,0.0112,-0.003,0.0045,-28.9
3395,0.0007,0.0067,0.0075,0.0052,-28.9
3396,0.0127,0.0015,0.0082,0.0022,-28.9
3397,0.003,-0.003,0.0067,-0.0008,-28.8
3398,0.012,-0.0038,0.009,0,-29
3399,-0.0091,-0.0038,0.012,0.0007,-29
3400,-0.0225,-0.0038,0.0172,-0.0008,-29
3401,-0.0128,-0.003,0.0202,-0.0015,-29
3402,0.0165,0,0.0202,-0.0008,-29.2
3403,0.0277,0.0007,0.0135,0.0007,-29
3404,0.0277,-0.003,0.0022,0.0015,-29.3
3405,0.0105,-0.003,-0.003,0.003,-29.1
3406,-0.039,0.0007,-0.0098,0.0045,-29.4
3407,-0.0323,0.0007,-0.0128,0.0015,-29.4
3408,0.018,0,-0.0091,0.0015,-29.4
3409,0.0345,0.0007,-0.0098,0.0022,-29.7
3410,0.0487,0.0007,-0.0128,-0.0008,-29.7
3411,0.0405,0.0015,-0.0091,0.0015,-29.8
3412,0.0022,-0.0008,-0.0075,0.0015,-29.5
3413,0.0127,-0.0023,-0.0083,0,-29.7
3414,0.006,-0.003,-0.0083,0.0022,-29.8
3415,0.0112,-0.0046,0.0007,0.0022,-29.8
3416,0.0285,-0.0023,0.018,0.0015,-29.7
3417,0.0247,-0.0015,0.0202,0.0015,-29.7
3418,0.0172,-0.0008,0.015,0.0015,-29.9
3419,0,-0.0008,0.009,0.0007,-29.7
3420,-0.0218,-0.0046,0.009,0.0007,-29.9
3421,-0.042,-0.0046,0.0097,0,-30
3422,-0.0165,-0.003,0.0045,0.0015,-30
3423,0.0007,-0.003,-0.0015,-0.0008,-30.1
3424,0.0045,-0.0008,-0.0053,-0.0015,-30.1
3425,0.018,0.0007,-0.0091,0.0007,-30.3
3426,0.0097,0,-0.0105,0.0007,-30.2
3427,-0.0173,0,-0.0105,0.003,-30.3
3428,-0.0323,0,-0.006,0.0045,-30.3
3429,-0.0195,0.0007,-0.003,0.0045,-30.3
3430,-0.039,0.0007,0.0007,0.0015,-30.3
3431,-0.063,-0.003,0.0015,0.0022,-30.3
3432,-0.063,-0.0015,0.0015,0.0045,-30.4
3433,-0.0398,0,0.0045,0.0037,-30.4
3434,0.015,-0.0015,0.006,0.0045,-30.5
3435,0.0735,-0.0008,0.0015,0.0052,-30.6
3436,0.093,-0.003,-0.003,0.003,-30.4
3437,0.0487,0,-0.0075,0.0022,-30.7
3438,0.0195,0.0015,-0.0068,0.003,-30.5
3439,0.012,0.0015,-0.0046,0.0037,-30.6
3440,0.0007,0.003,-0.0046,0.0037,-30.7
3441,0.0045,0.0015,-0.0015,0.0045,-30.8
3442,0.0045,0.0007,0.0015,0.003,-30.7
3443,0.009,0.0007,0.0045,0.003,-30.6
3444,0.0007,0.0007,0.006,0.0015,-31
3445,-0.0128,0.0015,0.0105,0,-30.7
3446,-0.024,0.0007,0.0127,-0.0015,-30.9
3447,-0.0353,0,0.018,-0.0008,-31
3448,-0.03,0.0015,0.0157,0.0015,-30.9
3449,-0.0158,0.0015,0.009,0.003,-31.1
3450,-0.0053,0.0015,0.006,0.0022,-30.8
3451,-0.015,0,-0.0038,0.0015,-31.2
3452,-0.0278,-0.0023,-0.012,0.0007,-31.1
3453,-0.0068,-0.003,-0.0135,0,-31.3
3454,0.0127,-0.003,-0.015,-0.0008,-31.1
3455,0.0165,-0.0015,-0.033,0,-31.1
3456,0.0067,-0.0008,-0.0668,0.0015,-31.4
3457,0.0045,0.0015,-0.081,0.0015,-31.3
3458,0.0307,0.0015,-0.0668,0,-31.4
3459,0.0262,-0.0008,-0.0443,-0.0008,-31.3
3460,-0.003,-0.0008,-0.0165,0.0007,-31.5
3461,-0.0068,-0.0015,0.0067,0,-31.3
3462,0.0022,-0.0015,0.0187,-0.0015,-31.5
3463,-0.0008,-0.0008,0.0277,0.0007,-31.4
3464,-0.0046,0.0007,0.036,0.0015,-31.5
3465,-0.0008,0.0022,0.0442,0.0022,-31.5
3466,0.0225,0.0022,0.051,0.0022,-31.7
3467,0.0367,0.0015,0.0532,0.0015,-31.6
3468,0.027,0.0007,0.0465,0.0022,-31.9
3469,0.0232,0.0007,0.0367,0.0037,-31.7
3470,-0.0023,0,0.024,0.0037,-31.9
3471,-0.0436,-0.0015,0.0157,0.0037,-31.7
3472,-0.0436,-0.0046,0.0067,0.003,-32
3473,-0.0195,-0.0038,0.003,0.0022,-31.9
3474,-0.0181,-0.0008,0.0052,0.0022,-32
3475,-0.006,0,0.003,0.003,-32
3476,0.0142,0,0.0007,-0.0008,-32
3477,-0.0008,-0.0015,-0.0038,-0.0008,-32.1
3478,-0.0165,-0.0015,-0.0068,-0.0008,-32.2
3479,-0.0046,-0.0015,-0.0023,-0.003,-32.2
3480,0.003,-0.0008,-0.0015,-0.0015,-32.2
3481,-0.0015,0.0007,-0.0053,-0.0015,-32.2
3482,0.0045,-0.0008,-0.0053,-0.0008,-32.5
3483,0.0045,-0.0023,-0.0053,-0.0015,-32.2
3484,0.0075,-0.0023,-0.006,-0.003,-32.5
3485,0.006,-0.0038,-0.0038,-0.003,-32.2
3486,-0.0015,-0.0046,-0.0015,-0.003,-32.5
3487,-0.0083,-0.0053,-0.0008,-0.0015,-32.4
3488,0.0015,-0.0053,0.0007,-0.0008,-32.6
3489,0.0277,-0.003,0.0015,-0.0015,-32.7
3490,0.063,-0.0023,0.0015,-0.0015,-32.7
3491,0.093,-0.0008,0.003,-0.0008,-32.8
3492,0.063,0.0007,0.0075,-0.0008,-32.7
3493,-0.0195,-0.0008,0.003,0.0015,-32.9
3494,-0.1163,-0.0008,-0.0008,0.003,-32.9
3495,-0.1455,0.0007,-0.0083,0.0037,-32.9
3496,-0.0893,0.003,-0.0165,0.0037,-33.1
3497,-0.0195,0,-0.015,0.0007,-33
3498,0.027,0,-0.0165,0.0022,-33.3
3499,0.03,0.003,-0.0165,0.0037,-33.2
3500,0.054,0.0007,-0.0143,0.003,-33.2
3501,0.0457,-0.0008,-0.006,0.003,-33.3
3502,-0.021,-0.0008,-0.0008,0.0007,-33.2
3503,-0.0428,-0.0008,-0.0015,0.0022,-33.3
3504,-0.0375,-0.0008,0.0007,0.0015,-33.4
3505,-0.012,-0.0008,0.0015,0.0015,-33.5
3506,0.0255,-0.0008,0.0045,0.0015,-33.5
3507,0.0592,-0.003,0.006,0.0007,-33.5
3508,0.0202,-0.003,0.0015,0.0007,-33.6
3509,-0.0503,-0.0046,-0.0015,0.0015,-33.5
3510,-0.039,-0.003,-0.0053,0.003,-33.7
3511,-0.0165,-0.0023,0.0045,0.003,-33.8
3512,0.0075,-0.0008,0.0037,0.0015,-33.9
3513,0.054,0,-0.0083,0.003,-34
3514,0.0727,0.0007,-0.0068,0.0015,-33.8
3515,0.0285,0.0015,-0.006,0.0015,-34.2
3516,0.0045,0.0015,-0.0113,0.0022,-34.1
3517,0.0075,0.0022,-0.012,0.0007,-34.3
3518,-0.0143,0.0007,-0.0091,-0.0015,-34.2
3519,-0.003,0.0007,-0.0068,-0.0015,-34.5
3520,-0.0015,0.0007,-0.0083,0.0015,-34.4
3521,-0.0053,-0.0008,-0.0068,0.0015,-34.3
3522,0.0007,-0.0008,-0.0068,0.0007,-34.6
3523,-0.0068,0,-0.0083,-0.0008,-34.6
3524,-0.0105,0.0007,-0.0046,0.0007,-34.7
3525,-0.0091,0.0015,-0.0015,0.0007,-34.6
3526,-0.003,0.0015,-0.003,0,-34.7
3527,-0.0091,0.0007,-0.003,0.0007,-34.8
3528,-0.03,0.0022,-0.0015,0.0015,-34.6
3529,-0.042,0.003,-0.0008,0.0015,-34.9
3530,-0.0233,0.0015,-0.0008,0.0015,-34.9
3531,-0.0053,0,-0.0008,-0.0008,-35
3532,0.0255,-0.0008,0.0037,-0.0008,-35.1
3533,0.0532,-0.0008,0.0037,0.0007,-34.9
3534,0.0277,-0.0015,0.0022,0,-35.1
3535,0.0105,-0.003,0.0045,0,-35.1
3536,0.0157,-0.003,0.0037,0,-35.3
3537,0.0105,-0.003,0.0052,-0.0008,-35.3
3538,-0.0015,-0.003,0.009,0,-35.5
3539,-0.0361,-0.003,0.012,0.003,-35.4
3540,-0.0555,-0.0008,0.012,0.0022,-35.5
3541,-0.057,0.0007,0.009,0.0015,-35.6
3542,-0.0473,0.0015,0.0045,0.003,-35.7
3543,-0.0068,0.0007,-0.0038,0.0015,-35.7
3544,0.048,-0.0015,-0.0098,0.0007,-35.7
3545,0.0735,-0.003,-0.0068,0.0015,-35.9
3546,0.039,-0.0015,-0.0015,0.0007,-36
3547,0.009,-0.0008,0.003,0.0015,-35.9
3548,0.0015,0,0.0022,0.0007,-36.1
3549,-0.0046,0,0.003,-0.0008,-36
3550,0.0007,-0.0008,0.0045,-0.0008,-36.1
3551,-0.012,-0.0008,0.003,-0.0015,-36.1
3552,-0.0181,-0.0008,0.0015,-0.0008,-36.2
3553,-0.0143,-0.0015,0.003,0.0015,-36.3
3554,-0.0143,-0.0008,0.003,0.0007,-36.3
3555,0.0165,-0.0008,0,0,-36.5
3556,0.0712,-0.0015,-0.0015,-0.0008,-36.4
3557,0.078,-0.0008,-0.0053,-0.0008,-36.6
3558,0.033,0,-0.0128,-0.0015,-36.6
3559,-0.0046,0.0007,-0.0165,-0.0015,-36.6
3560,-0.0465,0.0015,-0.0128,0.0007,-36.8
3561,-0.0878,0.0007,-0.0091,0.0007,-36.9
3562,-0.0668,0.0015,-0.0068,-0.0015,-36.9
3563,-0.0218,0.0015,-0.0015,-0.003,-36.9
3564,-0.0143,-0.0008,0.0007,-0.0023,-36.9
3565,-0.003,-0.0008,0.0037,0,-36.9
3566,0,0.0007,0.0067,0,-36.9
3567,0,0.0015,0.0067,0.0015,-37.2
3568,-0.0015,-0.0008,0.006,0.0007,-37.1
3569,-0.0113,-0.0023,0.0052,0,-37.4
3570,-0.0098,-0.0015,0.0082,-0.0015,-37.1
3571,0,-0.0015,0.0067,-0.0038,-37.4
3572,0.0202,-0.0015,0.0037,-0.0015,-37.3
3573,0.0277,-0.0023,0.0007,-0.0008,-37.3
3574,0.0292,-0.0015,-0.0015,0.0007,-37.4
3575,0.0247,-0.0008,0,0.0015,-37.4
3576,0.0112,-0.0023,0.0007,0.0007,-37.7
3577,0.0015,-0.003,-0.0008,0.0007,-37.6
3578,0.003,-0.0038,-0.0023,0.0007,-37.7
3579,0.0165,-0.0023,-0.006,0.0022,-37.8
3580,0.0262,-0.0015,-0.0091,0.003,-37.7
3581,0.018,-0.0023,-0.0053,0.0015,-38
3582,-0.0008,-0.0015,-0.003,0.0007,-37.8
3583,-0.0046,-0.0015,-0.0015,0.0015,-38.1
3584,-0.0008,-0.0008,0.0037,0.0007,-38
3585,0.0015,0,0.0052,0.0007,-38.2
3586,-0.0008,0.0007,0.0052,-0.0008,-38.1
3587,-0.003,0.0015,0.0052,-0.0008,-38.2
3588,-0.003,0.0015,0.0037,0,-38.3
3589,0.0022,0.003,0.0045,0.0007,-38.3
3590,0.0172,0.0015,0.0045,0.0015,-38.5
3591,0.0262,-0.0008,0.0052,0.0015,-38.4
3592,0.021,-0.0015,0.006,0.0007,-38.3
3593,0.0097,-0.0023,0.0052,-0.0008,-38.5
3594,-0.015,-0.0015,0.0052,-0.0008,-38.5
3595,-0.0668,-0.0008,0.0082,0.0015,-38.7
3596,-0.111,-0.0008,0.0127,0.0015,-38.7
3597,-0.0975,0.0007,0.0135,0.0022,-38.7
3598,-0.0488,-0.0015,0.0142,0.003,-38.7
3599,-0.0068,-0.0015,0.0105,0.0022,-38.9
3600,0.06,0.0007,-0.006,0.0015,-39.1
3601,0.1177,0,-0.0181,0.0007,-39
3602,0.087,-0.0008,-0.0158,-0.0008,-39.2
3603,0.036,-0.003,-0.0128,0.0007,-39
3604,0.0487,-0.0023,-0.0143,0.0037,-39.4
3605,0.069,-0.0046,-0.0105,0.003,-39.2
3606,0.0427,-0.003,-0.0098,0.0037,-39.4
3607,0.0105,-0.0008,-0.0083,0.003,-39.4
3608,-0.0053,-0.0008,-0.0075,0.003,-39.5
3609,-0.0436,0.0007,-0.006,0.003,-39.5
3610,-0.0503,0.0015,-0.0023,0.0015,-39.4
3611,-0.0098,0.0022,-0.0008,0.0007,-39.6
3612,-0.0083,0.0007,-0.0008,-0.0008,-39.6
3613,-0.0105,0.0007,-0.0038,-0.0008,-39.8
3614,-0.0046,0.0007,-0.0038,-0.0008,-39.8
3615,-0.006,0.0007,-0.0053,-0.0015,-39.9
3616,-0.0068,-0.0008,-0.0075,-0.0015,-40.1
3617,-0.0585,-0.0023,-0.0053,-0.0015,-39.9
3618,-0.09,-0.003,-0.0038,0.0007,-40.1
3619,-0.054,-0.0023,-0.003,0.0007,-40
3620,-0.0188,0,-0.0023,0,-40.2
3621,0.0405,0,-0.0023,-0.0008,-40.3
3622,0.0997,-0.0008,-0.006,0.0007,-40.4
3623,0.0742,0.0007,-0.0046,0.0022,-40.3
3624,0.0225,0.0007,0.0007,0.003,-40.3
3625,0.0105,-0.0015,0.0022,0.0045,-40.4
3626,-0.0105,-0.0015,0.0007,0.0015,-40.6
3627,-0.027,-0.0015,-0.0015,0.0022,-40.6
3628,-0.0248,-0.0023,-0.0053,0.0015,-40.8
3629,-0.024,-0.003,-0.0083,0.0022,-40.9
3630,0,-0.003,-0.006,0.003,-40.8
3631,-0.0098,-0.0008,-0.003,0.0022,-41
3632,-0.0143,0,-0.0023,0.003,-41.1
3633,-0.006,0.0007,-0.003,0.0007,-40.8
3634,-0.015,0.0007,-0.0046,0.0007,-41
3635,-0.0068,-0.0008,-0.0053,0,-41.1
3636,-0.006,0.0007,-0.003,0.0007,-41.1
3637,-0.0008,0.0015,-0.0023,0.0007,-41.4
3638,-0.0015,0.0022,-0.0046,0.0007,-41.3
3639,-0.0015,0.0015,-0.003,0.0015,-41.4
3640,0.0007,-0.0008,-0.0023,0.0007,-41.4
3641,-0.003,-0.0008,0,0,-41.6
3642,-0.0008,-0.0023,0.0015,0,-41.6
3643,-0.0015,-0.0015,0.0007,0,-41.5
3644,-0.0008,-0.0015,0.003,0.0007,-41.8
3645,0.0007,-0.0015,0.0015,-0.0008,-41.6
3646,0.0007,0.0007,0,0,-42
3647,0.0007,-0.0015,0,0.0022,-41.9
3648,-0.0015,0,0.0007,0.0015,-41.9
3649,-0.0015,0.0007,0.0045,0.0007,-42.1
3650,-0.0015,0,0.0045,0.0007,-42.2
3651,-0.0015,0,0.0007,0,-42.3
3652,-0.0046,0,-0.0015,-0.0008,-42.2
3653,-0.0053,0.0007,-0.0015,0,-42.3
3654,-0.0068,-0.0015,-0.0046,0.003,-42.3
3655,-0.006,-0.0015,-0.0023,0.0052,-42.3
3656,-0.006,-0.0008,0.0015,0.0045,-42.4
3657,-0.0068,-0.0023,0.0045,0.0037,-42.5
3658,-0.0046,-0.003,0.0022,0.003,-42.7
3659,-0.0046,-0.003,0.0007,0.003,-42.5
3660,-0.0068,-0.003,-0.0015,0.003,-42.9
3661,-0.0083,-0.0068,-0.0008,0,-42.8
3662,-0.003,-0.0046,0.0045,-0.0008,-42.9
3663,0.0022,-0.0015,0.0045,-0.0008,-43
3664,0.003,-0.0015,-0.0008,-0.003,-42.9
3665,0.0075,-0.0015,-0.0015,-0.003,-43.1
3666,0.0112,-0.0015,0.0015,-0.0023,-42.9
3667,0.0127,-0.0015,0.0015,-0.003,-43.2
3668,0.0112,-0.003,0.0022,-0.0023,-43.2
3669,0.0082,-0.0015,0.0022,-0.0023,-43.2
3670,0.009,0,0.0045,-0.0015,-43.2
3671,0.018,0.0007,0.0052,0.0015,-43.3
3672,0.0255,0.003,0.0045,0.0022,-43.5
3673,0.0127,0.003,0.0052,0.003,-43.4
3674,-0.0053,0.003,0.009,0.003,-43.5
3675,-0.021,0.0045,0.0127,0.003,-43.7
3676,-0.0413,0.0015,0.012,0.003,-43.5
3677,-0.0555,0.0007,0.0067,0.003,-43.8
3678,-0.033,0.0015,0.003,0.003,-43.6
3679,-0.0008,0.0015,-0.003,0.0067,-43.9
3680,0.015,0.0007,-0.0068,0.0052,-43.8
3681,0.027,-0.003,-0.0083,0.0037,-44
3682,0.0172,-0.0015,-0.0053,0.0022,-44
3683,0.0082,0.0015,-0.0015,0.0015,-44
3684,0.0045,0.0015,0.0007,0.003,-44.1
3685,0.0045,0.003,0.003,0.003,-44.1
3686,0.0105,0,0.0022,0.0045,-44.3
3687,0.0097,0,-0.0015,0.0045,-44.3
3688,0.0015,-0.0008,-0.003,0.0037,-44.4
3689,-0.0068,-0.0015,-0.0023,0.0045,-44.4
3690,0.006,-0.0015,0.0007,0.003,-44.2
3691,0.0172,-0.0015,0.0022,0.003,-44.7
3692,0.0007,-0.0015,0.003,0.0015,-44.5
3693,-0.0158,-0.003,0.0052,0.0007,-44.6
3694,-0.0083,-0.003,0.0052,0.0007,-44.6
3695,0.0015,0.0007,0.0052,-0.0008,-44.8
3696,0.0075,0.0007,0.0045,-0.0008,-44.8
3697,0.0142,0,0.0045,-0.0008,-44.8
3698,0.0082,0,0.0045,-0.0015,-45
3699,0.0082,-0.0015,0.0067,-0.003,-45
3700,0.0015,-0.0015,0.0082,-0.0038,-45
3701,-0.0278,-0.0023,0.0067,-0.0015,-45
3702,-0.0308,-0.0023,0.0022,-0.0008,-45.2
3703,-0.0285,0.0007,-0.0015,-0.0015,-45.1
3704,-0.048,0.0007,-0.006,0,-45.3
3705,-0.0405,0.0015,-0.0091,0.0015,-45.5
3706,0.0052,0,-0.0128,0,-45.5
3707,0.0825,-0.0008,-0.0188,0,-45.5
3708,0.0825,0,-0.0165,0.0007,-45.5
3709,0.0307,0,-0.012,-0.0015,-45.8
3710,0.0165,0.0007,-0.006,-0.0008,-45.7
3711,0.0082,0,-0.0053,-0.0008,-45.7
3712,0.0067,0,-0.0068,-0.0015,-45.9
3713,0.0067,0,-0.0068,0.0007,-45.7
3714,0.0037,-0.0008,-0.0053,0,-46
3715,0.0015,-0.0008,-0.0008,0.0015,-45.9
3716,-0.003,-0.0008,0.0015,-0.0008,-45.9
3717,-0.0008,-0.0015,0.0052,-0.0015,-46
3718,0.0015,-0.0038,0.0067,-0.0023,-46.2
3719,-0.0105,-0.003,0.0052,-0.003,-46.3
3720,-0.0248,-0.0046,0.0045,-0.003,-46.4
3721,-0.0225,-0.0038,0.0067,-0.003,-46.4
3722,-0.0143,-0.003,0.003,-0.0008,-46.5
3723,-0.0128,-0.0038,-0.0008,-0.0008,-46.4
3724,-0.0053,-0.0015,-0.0008,-0.0008,-46.7
3725,0.0075,-0.003,-0.0053,-0.0008,-46.6
3726,0.0052,-0.003,-0.0083,-0.0008,-46.9
3727,-0.0053,-0.0008,-0.0098,0.0007,-46.8
3728,-0.0098,0.0007,-0.015,0.0022,-47.2
3729,0.0127,0.0052,-0.0181,0.0037,-46.9
3730,0.0277,0.0045,-0.0158,0.0052,-47.1
3731,0.009,0.003,-0.0098,0.003,-47.1
3732,0.0142,0.003,-0.0128,0,-47.2
3733,0.012,0.0022,-0.0143,0.0007,-47.3
3734,-0.0015,0.0015,-0.0091,-0.0008,-47.3
3735,0.0022,0.0015,-0.006,0.0015,-47.3
3736,-0.0008,0.0015,-0.0053,0.0022,-47.4
3737,0.0015,0,-0.0091,0.0007,-47.6
3738,0.0007,-0.0015,-0.0083,0.0015,-47.6
3739,0.0007,-0.0008,-0.0046,0,-47.6
3740,-0.0023,-0.003,-0.0046,-0.003,-47.8
3741,-0.0165,-0.003,-0.0015,-0.0008,-47.7
3742,-0.021,-0.003,0.0007,0,-47.9
3743,-0.0083,-0.003,0.0045,-0.0015,-47.9
3744,0.0045,-0.003,0.0082,-0.003,-48
3745,0.0165,-0.0015,0.0105,-0.0015,-48
3746,0.0307,-0.0008,0.0097,-0.0015,-47.9
3747,0.0285,-0.003,0.0097,-0.0015,-48.2
3748,0.0127,-0.0015,0.009,0.0007,-48.2
3749,0.003,-0.0015,0.0067,0.0007,-48.4
3750,0.0015,-0.0015,0.0067,0,-48.3
3751,-0.0015,0.0007,0.0075,0.0015,-48.4
3752,0,0,0.006,0.0007,-48.5
3753,0.0037,-0.0008,0.006,0.0007,-48.6
3754,0.0037,-0.0023,0.0067,0,-48.7
3755,-0.0015,-0.003,0.0052,0.0007,-48.6
3756,-0.006,-0.003,0.006,0.0015,-48.9
3757,-0.0083,-0.0008,0.0075,0.0015,-48.7
3758,-0.0105,0.0015,0.0075,0.0037,-48.9
3759,-0.0083,0.003,0.0082,0.0037,-49
3760,-0.0038,0.0007,0.009,0.0037,-48.8
3761,-0.003,0,0.012,0.003,-49.2
3762,-0.0068,0.0015,0.0105,0.0015,-48.9
3763,-0.0083,0.0015,0.0097,0.0022,-49.5
3764,-0.0091,-0.0008,0.009,0.0022,-49.2
3765,-0.0068,0,0.0127,0.0045,-49.4
3766,-0.003,0.0015,0.0172,0.0022,-49.3
3767,-0.0015,0.0022,0.0217,0.0007,-49.5
3768,-0.0008,0.0015,0.0277,0,-49.5
3769,-0.0046,0.0007,0.0232,0.0007,-49.6
3770,-0.006,0.0007,0.0172,0.0015,-49.7
3771,-0.0091,0,0.0082,0.0015,-49.7
3772,-0.0135,-0.0015,-0.0046,0.0015,-49.8
3773,-0.0181,-0.0015,-0.0105,0.0007,-49.9
3774,-0.0143,-0.0008,-0.0173,0.0007,-49.9
3775,-0.0091,0,-0.0195,0.0015,-50.2
3776,-0.0068,0.0015,-0.0195,0.0015,-50
3777,-0.0038,0.0015,-0.0188,0.0022,-50.1
3778,-0.0038,0.0015,-0.0165,0.003,-50.2
3779,-0.0053,0.0007,-0.0158,0.0022,-50.4
3780,-0.0068,0.0007,-0.0128,0.0015,-50.3
3781,-0.0105,-0.0008,-0.0105,0.0007,-50.3
3782,-0.0075,0.0007,-0.0083,0.0007,-50.5
3783,-0.0008,-0.0008,-0.003,0.003,-50.4
3784,-0.0038,0,-0.0008,0.0022,-50.6
3785,-0.0105,0,-0.0015,0.003,-50.6
3786,0.0022,-0.0008,-0.003,0.0045,-50.7
3787,0.0165,0,-0.003,0.0015,-50.8
3788,0.012,-0.0023,-0.0015,0.0015,-50.7
3789,-0.0068,-0.0015,0,0.003,-51
3790,-0.0248,-0.0015,0.0045,0.003,-50.9
3791,-0.0346,-0.003,0.0045,0.003,-51
3792,-0.0323,-0.0038,0.0052,0,-51.1
3793,-0.0046,-0.0038,0.0067,0.0007,-51.1
3794,0.033,-0.0015,0.0037,0,-51.3
3795,0.039,-0.0023,-0.0038,-0.0008,-51.2
3796,0.0232,-0.003,-0.0091,-0.003,-51.6
3797,0.018,-0.0038,-0.0105,-0.0038,-51.5
3798,0.015,-0.0046,-0.0091,-0.003,-51.8
3799,0.0052,-0.003,-0.0091,-0.0015,-51.7
3800,0.0037,-0.0023,-0.0091,0,-51.7
3801,0.0052,-0.0015,-0.0098,0,-51.7
3802,0.006,-0.0015,-0.0068,0.0007,-51.6
3803,-0.006,-0.0008,-0.0015,0.0007,-52
3804,-0.0015,0.0007,0.0015,0.0015,-51.8
3805,0.0195,0.0015,0.0015,0.003,-52.1
3806,0.0165,0.0007,-0.0015,0.0007,-52
3807,0.0105,-0.0008,0.0015,0.0015,-52.2
3808,0.009,-0.0015,0.006,0.003,-52.3
3809,0.0067,0.0015,0.003,0.0007,-52.2
3810,0.0082,0.0007,-0.0015,-0.0008,-52.4
3811,0.0105,-0.0008,-0.003,-0.0008,-52.3
3812,0.0097,0.0007,-0.0038,-0.0015,-52.6
3813,0.0082,0.0007,-0.0068,-0.003,-52.6
3814,0.0007,-0.0008,-0.0091,-0.0023,-52.8
3815,-0.0091,0.0015,-0.012,0.0007,-52.8
3816,-0.0105,0.0007,-0.0113,0.0015,-52.9
3817,-0.0113,0.0007,-0.0091,0.0007,-52.9
3818,-0.0046,0.0015,-0.0098,0.0015,-53.1
3819,0.0097,0,-0.0143,0,-53
3820,0.027,-0.003,-0.0165,0.0007,-53.2
3821,0.021,-0.003,-0.0135,-0.0008,-53.1
3822,-0.0098,-0.003,-0.012,-0.0008,-53.2
3823,-0.0195,-0.0015,-0.0135,0.0015,-53.2
3824,-0.015,-0.0008,-0.0128,0.0015,-53.6
3825,-0.0046,-0.0015,-0.0113,0.0007,-53.4
3826,0.012,-0.0015,-0.012,0,-53.7
3827,0.024,-0.0015,-0.0091,-0.0008,-53.5
3828,0.0255,-0.0008,-0.0083,0.0007,-53.6
3829,0.015,0.0007,-0.0083,0.003,-53.7
3830,-0.006,0.0015,-0.0091,0.003,-53.7
3831,-0.0315,0.0022,-0.0068,0.0037,-53.7
3832,-0.0405,0.0022,-0.0053,0.0045,-54
3833,-0.0218,0.0007,-0.0091,0.0022,-54
3834,0.0112,-0.0008,-0.0113,0.0015,-54.2
3835,0.0165,-0.0008,-0.0068,0.0022,-54.1
3836,0.0015,-0.0015,-0.0046,0.003,-54.3
3837,0.0015,-0.0008,-0.0008,0.003,-54.1
3838,-0.0053,-0.0008,0.0045,0.0022,-54.4
3839,-0.0173,0.0015,0.0067,0.0022,-54.3
3840,-0.0233,0.0037,0.0082,0.0007,-54.6
3841,-0.0135,0.0022,0.009,-0.0008,-54.4
3842,0.0015,0.0015,0.0082,-0.0008,-54.7
3843,0.0105,0,0.0067,-0.0008,-54.8
3844,0.027,0.0007,0.0067,-0.0008,-54.9
3845,0.0337,-0.0008,0.0052,0,-54.9
3846,0.024,-0.003,0.0052,0.0007,-54.9
3847,0.012,-0.0046,0.0082,-0.0008,-55
3848,0.0067,-0.0038,0.0097,-0.0008,-54.9
3849,0.0007,-0.0023,0.009,-0.0015,-55.2
3850,-0.0008,-0.0015,0.0067,0,-55.2
3851,-0.0015,-0.0015,0.006,0.0007,-55.2
3852,-0.0068,-0.0015,0.0045,0.0007,-55.5
3853,-0.0083,0,0.0052,0.0015,-55.5
3854,-0.0083,-0.0008,0.0052,0.0022,-55.7
3855,-0.0053,-0.003,0.006,0.0015,-55.6
3856,-0.0053,-0.0015,0.0067,0.0022,-55.8
3857,-0.0068,0,0.0067,0.0022,-55.8
3858,-0.0068,0,0.006,0.0015,-55.8
3859,-0.0113,-0.0015,0.0067,0.0015,-55.9
3860,-0.0105,-0.0015,0.0082,0.0007,-56
3861,-0.0053,-0.0015,0.012,0.0007,-56.3
3862,-0.0008,0.0015,0.0142,0,-56
3863,0.0015,0.003,0.0165,-0.0008,-56.4
3864,0.0045,0.003,0.0165,0,-56.3
3865,0.003,0.0022,0.015,0,-56.6
