@relation amar-lower-limb

@attribute time-index integer
@attribute Recto-Femoral real
@attribute Biceps-Femoral real
@attribute Vasto-Medial real
@attribute EMG-Semitendinoso real
@attribute Flexo-Extension real

@data
3571,0.006,0.0637,-0.0046,0.0285,-0.7
3572,0.0052,0.0637,-0.0023,0.018,-0.8
3573,0.0037,0.0855,-0.003,0.003,-0.8
3574,0.0015,0.0885,-0.003,-0.0173,-0.8
3575,0.0015,0.0607,-0.003,-0.042,-0.9
3576,0.0015,0.0142,-0.0023,-0.063,-0.9
3577,0.0007,-0.1125,-0.0015,-0.075,-1
3578,0,-0.3293,-0.006,-0.0788,-1.1
3579,-0.0008,-0.3203,-0.006,-0.0488,-1
3580,-0.0015,-0.1696,-0.0053,-0.0091,-1
3581,0.0007,-0.1178,-0.003,0.0045,-1
3582,0.0022,-0.0458,-0.0008,0.009,-1.1
3583,0.0022,-0.0203,0.0007,0.009,-1.1
3584,0.003,0.0022,0.003,0.0015,-1.1
3585,0.003,0.027,0.003,-0.0068,-1.3
3586,0.0015,0.0292,0.0007,-0.0188,-1.3
3587,0.0015,0.0157,-0.0038,-0.024,-1.2
3588,0.0007,-0.0015,-0.0046,-0.0218,-1.4
3589,-0.0015,0.0322,-0.003,-0.0091,-1.2
3590,-0.0008,0.0412,-0.003,0.003,-1.4
3591,-0.0008,0.0412,-0.0008,0.0045,-1.4
3592,-0.0008,0.0285,-0.0015,0.0105,-1.4
3593,0,0.0195,-0.003,0.0165,-1.5
3594,0.0022,0.0292,-0.0046,0.0172,-1.6
3595,0.0015,0.033,-0.003,0.021,-1.6
3596,0.003,0.033,-0.0023,0.0225,-1.7
3597,0.0045,0.0345,-0.0046,0.0202,-1.4
3598,0.0045,0.045,0.003,0.024,-1.8
3599,0.0045,0.0525,0.0105,0.0255,-1.6
3600,0.0022,0.0465,0.0075,0.018,-1.7
3601,0.0037,0.0382,0.0052,0.012,-1.6
3602,0.0022,0.0315,0.0045,0.0045,-1.8
3603,0.0015,0.027,-0.0008,-0.0015,-1.7
3604,0.0007,0.012,-0.0038,-0.006,-1.9
3605,0.0007,-0.054,-0.0068,-0.0105,-1.6
3606,-0.0008,-0.0863,-0.0068,-0.0015,-1.9
3607,0.0007,-0.0256,-0.0053,0.009,-2
3608,0.0015,0.0082,-0.006,0.0157,-1.9
3609,0.0022,0.0022,-0.003,0.024,-1.9
3610,0.003,0.0195,-0.0008,0.0225,-1.9
3611,0.0022,0.0165,-0.0008,0.012,-2.1
3612,0.0045,0.0067,-0.0015,-0.0023,-2.2
3613,0.0045,-0.0091,-0.0008,-0.0113,-2
3614,0.0052,-0.0353,-0.0008,-0.0165,-2.3
3615,0.0052,-0.012,-0.0015,-0.0195,-2.2
3616,0.0052,0.0022,-0.0008,-0.0203,-2.3
3617,0.006,-0.0181,-0.0023,-0.0248,-2.3
3618,0.0052,-0.024,-0.0038,-0.0128,-2.3
3619,0.006,-0.0098,-0.0015,0.0045,-2.3
3620,0.006,0.0037,-0.0008,0.0105,-2.5
3621,0.0052,0.015,0.0015,0.012,-2.3
3622,0.0037,0.0127,0.0015,0.0112,-2.6
3623,0.0015,0.0082,0.0015,0.0142,-2.5
3624,0.0045,0.0202,-0.0008,0.0157,-2.6
3625,0.0067,0.0315,-0.003,0.012,-2.7
3626,0.0052,0.024,-0.0038,0.009,-2.7
3627,0.0037,0.009,-0.0038,0.0067,-2.7
3628,-0.0008,0.0382,-0.0053,0.0067,-2.8
3629,-0.0053,0.048,-0.0053,0.0015,-2.9
3630,-0.0083,-0.006,-0.0038,-0.012,-3.1
3631,-0.0113,-0.0615,-0.0091,-0.0203,-3.1
3632,-0.0128,-0.093,-0.012,-0.0218,-3.1
3633,-0.0128,-0.0713,-0.0068,-0.0135,-3.1
3634,-0.0143,-0.0195,-0.0038,-0.0075,-3.2
3635,-0.015,-0.0173,-0.0008,-0.0023,-3.2
3636,-0.0135,-0.0008,0.0015,0.018,-3.3
3637,-0.0128,0.0307,0.0052,0.0345,-3.2
3638,-0.0113,0.048,0.0067,0.03,-3.5
3639,-0.0105,0.0555,0.0052,0.0135,-3.3
3640,-0.0091,0.0397,0.0097,0.0075,-3.6
3641,-0.0053,0.0577,0.012,0.0097,-3.6
3642,-0.003,0.0742,0.0112,0.012,-3.7
3643,-0.0015,0.0765,0.0105,0.0075,-3.6
3644,-0.0008,0.0405,0.0082,-0.0015,-3.8
3645,-0.0008,-0.0368,0.0052,0,-3.9
3646,-0.0008,-0.0615,0.003,0.0052,-3.8
3647,-0.0015,-0.0368,0,0.006,-3.9
3648,0.0007,0.0052,0.0015,-0.0075,-4
3649,0,0.021,-0.003,-0.0353,-4.2
3650,-0.003,-0.0645,-0.0053,-0.0413,-4.2
3651,-0.003,-0.0863,-0.0015,-0.0165,-4.2
3652,-0.003,-0.0458,-0.003,-0.0075,-4.3
3653,-0.0023,-0.0585,-0.0023,-0.0203,-4.6
3654,-0.0015,-0.0585,-0.0008,-0.024,-4.4
3655,-0.0015,-0.0953,-0.003,-0.0346,-4.4
3656,-0.0008,-0.099,0.0022,-0.0323,-4.6
3657,0.0015,-0.0743,0.0045,-0.0105,-4.6
3658,0.003,-0.0195,0.0007,-0.0068,-4.7
3659,0.0045,0.018,0.0015,-0.0075,-4.7
3660,0.0075,-0.0038,0.0022,-0.0091,-4.9
3661,0.0082,-0.0158,0.0052,-0.0181,-5.1
3662,0.009,-0.0458,0.003,-0.0165,-4.9
3663,0.0082,-0.0068,0.0015,0.0082,-5.1
3664,0.0097,0.0652,0.003,0.0405,-5.2
3665,0.012,0.057,-0.0015,0.0457,-5.4
3666,0.012,-0.006,-0.003,0.0405,-5.3
3667,0.012,0.0067,-0.003,0.0277,-5.4
3668,0.0105,0.0637,-0.0015,0.018,-5.4
3669,0.009,0.0435,0.0015,0.0157,-5.6
3670,0.009,0.0442,0.0045,0.009,-5.6
3671,0.0082,0.0367,0.003,0.0052,-5.7
3672,0.0045,0.0195,0,-0.0075,-5.9
3673,0.0015,0.018,-0.0015,-0.0135,-5.8
3674,0,0,-0.0053,-0.0195,-6.2
3675,-0.0015,0.0112,-0.0068,-0.024,-6.2
3676,-0.0008,0.0105,-0.0083,-0.0158,-6.3
3677,-0.0008,0.0225,-0.0083,-0.0015,-6.4
3678,-0.003,0.0202,-0.012,0.015,-6.5
3679,-0.006,-0.0023,-0.0135,0.0142,-6.5
3680,-0.006,-0.006,-0.012,0.0022,-6.7
3681,-0.0091,-0.006,-0.012,-0.0015,-6.8
3682,-0.012,0.0067,-0.012,-0.0046,-6.8
3683,-0.012,-0.0218,-0.0128,-0.0038,-7
3684,-0.0098,-0.0225,-0.0091,0.0082,-6.9
3685,-0.0091,0.024,-0.0083,0.0142,-7.2
3686,-0.0105,0.024,-0.0053,0.009,-7.2
3687,-0.0083,0.021,-0.0023,0.0037,-7.3
3688,-0.0068,0.009,-0.0046,-0.0015,-7.7
3689,-0.0068,-0.003,-0.0015,-0.003,-7.6
3690,-0.0053,-0.0158,-0.0015,-0.0053,-7.7
3691,-0.0068,-0.021,-0.0015,-0.0128,-7.8
3692,-0.0068,-0.0053,0.0007,-0.012,-8
3693,-0.0053,0.006,0.0015,-0.0053,-8.1
3694,0.0007,0.0105,0.0052,0.0067,-8.2
3695,0.0022,0.0105,0.0082,0.015,-8.3
3696,0.0015,0.012,0.0082,0.015,-8.4
3697,0.0037,0.009,0.0082,0.0172,-8.6
3698,0.0052,0.0127,0.0075,0.018,-8.7
3699,0.0045,0.0105,0.003,0.009,-8.9
3700,0.0045,0.0052,0,0.0015,-8.8
3701,0.0067,0.0052,-0.003,0.0015,-9
3702,0.0075,0.0082,-0.003,0.0015,-9.3
3703,0.0082,0.003,-0.0008,-0.0053,-9.4
3704,0.0105,-0.0218,-0.0008,-0.0068,-9.5
3705,0.012,-0.0315,-0.0008,-0.003,-9.6
3706,0.015,-0.0105,-0.0015,0.0037,-10
3707,0.0195,0.003,0,0.015,-9.7
3708,0.024,0.0067,0,0.0255,-10.1
3709,0.0262,0.0052,-0.0008,0.0255,-10.2
3710,0.024,-0.0075,0.0007,0.0157,-10.3
3711,0.0202,-0.0015,0.0007,0.0067,-10.4
3712,0.0142,0.0022,0.0007,-0.0053,-10.6
3713,0.0082,0,0.0007,-0.0195,-10.8
3714,0.0082,-0.0046,0.0007,-0.0323,-11
3715,0.006,-0.03,-0.0008,-0.0368,-11
3716,0.003,-0.0518,-0.0023,-0.0323,-11.1
3717,0.0037,-0.042,-0.0008,-0.0188,-11.3
3718,0.0052,-0.0091,-0.0008,-0.0046,-11.3
3719,0.0045,0.0045,-0.0008,-0.0008,-11.8
3720,0.0007,0.012,-0.0015,0.0045,-11.7
3721,0,0.0172,0.0007,0.0067,-11.9
3722,-0.0015,0.0052,0.0052,0.0067,-12.2
3723,-0.003,-0.0046,0.009,0.0067,-12.2
3724,-0.0053,-0.0195,0.009,0.0067,-12.5
3725,-0.0068,-0.0143,0.0082,0.0105,-12.4
3726,-0.0083,0.0052,0.0082,0.0195,-12.6
3727,-0.0053,0.0075,0.0082,0.024,-12.9
3728,-0.0053,0.009,0.006,0.0172,-12.8
3729,-0.0046,0.012,0.0045,0.012,-13.1
3730,-0.0053,0.0127,0.0075,0.0082,-13.2
3731,-0.0053,0.009,0.0067,0.0015,-13.4
3732,-0.0083,0.0022,0.0037,-0.0008,-13.7
3733,-0.0135,0.0037,0.0045,-0.0023,-13.9
3734,-0.0181,0.0022,0.0052,-0.003,-13.8
3735,-0.021,-0.0098,0.0045,-0.0068,-14.3
3736,-0.0218,-0.0203,0.003,-0.0068,-14.2
3737,-0.0203,-0.0053,0.0007,-0.0053,-14.4
3738,-0.021,-0.0023,-0.0023,-0.0105,-14.6
3739,-0.0203,-0.0053,-0.0046,-0.0105,-14.8
3740,-0.024,-0.0008,-0.003,-0.0091,-15
3741,-0.027,-0.006,-0.003,-0.0053,-14.9
3742,-0.0256,-0.0008,-0.0038,-0.0015,-15.2
3743,-0.0218,0.0007,-0.003,0,-15.4
3744,-0.0195,0.006,-0.003,0.0052,-15.6
3745,-0.0165,0.0082,-0.0015,0.0075,-15.9
3746,-0.0128,0.0045,-0.0046,0.0045,-16.1
3747,-0.0105,0.0075,-0.0046,0.003,-16.1
3748,-0.0068,0.0045,-0.0038,-0.003,-16.3
3749,-0.0023,0.0045,-0.006,-0.0083,-16.5
3750,-0.0015,0.003,-0.0053,-0.0113,-16.7
3751,-0.0015,0.0037,-0.0046,-0.0083,-16.9
3752,-0.0015,0.0007,-0.006,-0.0038,-17.1
3753,-0.0023,-0.003,-0.0083,-0.0023,-17.5
3754,-0.0008,-0.003,-0.0068,0.003,-17.6
3755,0.0007,0,-0.0068,0.0022,-17.6
3756,-0.0015,0.003,-0.0053,-0.0015,-18
3757,-0.0083,0.0007,-0.0053,-0.0015,-18
3758,-0.0181,-0.003,-0.0038,-0.0015,-18.2
3759,-0.0203,-0.003,-0.0008,0.0007,-18.2
3760,-0.0113,0.003,-0.0008,0.0045,-18.7
3761,-0.0008,0.003,0.0007,0.0045,-18.6
3762,0.0045,-0.0068,0.003,0.0045,-18.9
3763,0.006,-0.006,0.0022,0.0052,-19.1
3764,0.0015,0.0067,0.003,0.0067,-19.4
3765,-0.003,0.0045,0.0045,0.0052,-19.4
3766,-0.0068,0.0022,0.0052,0.0045,-19.7
3767,-0.0068,0.0037,0.0105,0.0052,-19.8
3768,-0.0046,0.0015,0.0142,0.0045,-20
3769,-0.0053,0.0045,0.0112,0.0037,-20.5
3770,-0.0046,0.0015,0.0082,0.0037,-20.3
3771,-0.0008,0.0015,0.0105,0.0045,-20.5
3772,0.003,0.0015,0.0097,0.003,-20.8
3773,0.003,0.0015,0.0045,0.0022,-20.8
3774,0.0022,0.0007,0.0052,0.0015,-21.3
3775,0.0022,0.0007,0.0067,0.0007,-21.2
3776,0.0015,0.0015,0.0052,0.0015,-21.6
3777,0.003,0.0015,0.0045,0,-21.7
3778,0.0052,0.0007,0.0045,0,-22
3779,0.003,-0.0023,0.0052,0.0007,-22.1
3780,0.003,-0.0015,0.0052,-0.0008,-22.4
3781,0.0045,-0.0008,0.0045,-0.0015,-22.5
3782,0.0045,-0.0008,0.0015,-0.0008,-22.7
3783,0.0037,-0.003,0.0007,-0.0015,-22.8
3784,0.0037,-0.003,-0.0023,-0.0008,-22.9
3785,0.0045,-0.0038,-0.0046,-0.0008,-23.4
3786,0.003,-0.0038,-0.0083,-0.0008,-23.5
3787,0.0007,-0.0023,-0.0083,0,-23.8
3788,0.003,-0.0015,-0.0083,0.0007,-23.7
3789,0.003,0.0007,-0.0105,0.0007,-24.1
3790,0.0052,0,-0.0113,0.0022,-24.3
3791,0.006,0,-0.012,0.0022,-24.3
3792,0.0082,0.0007,-0.012,0.0015,-24.8
3793,0.0105,-0.0015,-0.0105,0.0022,-24.8
3794,0.0105,-0.0008,-0.0105,0.0022,-24.9
3795,0.0112,-0.0023,-0.0113,-0.0008,-25.2
3796,0.012,-0.0068,-0.0113,-0.0038,-25.5
3797,0.0127,-0.0068,-0.0143,-0.0015,-25.5
3798,0.0127,-0.0046,-0.0143,-0.0008,-25.8
3799,0.0127,-0.0038,-0.012,0.0015,-26
3800,0.012,-0.0008,-0.0105,0.0045,-26.1
3801,0.012,-0.0008,-0.0091,0.003,-26.2
3802,0.0105,-0.0015,-0.0083,0.0007,-26.4
3803,0.0082,-0.0015,-0.0068,-0.0008,-26.7
3804,0.009,-0.0038,-0.0075,-0.0023,-26.8
3805,0.0067,-0.0038,-0.0068,-0.0008,-27
3806,0.0082,-0.003,-0.0053,0.0015,-27.2
3807,0.0105,-0.0015,-0.0068,0.003,-27.2
3808,0.009,0.0007,-0.0068,0.0045,-27.6
3809,0.0082,0.0007,-0.0068,0.0045,-27.8
3810,0.0082,0,-0.0105,0.0045,-27.9
3811,0.0067,-0.003,-0.015,0.0007,-28.1
3812,0.0075,-0.0046,-0.0143,-0.0015,-28.3
3813,0.009,-0.0053,-0.0165,-0.003,-28.5
3814,0.009,-0.006,-0.0181,-0.0068,-28.5
3815,0.0067,-0.0053,-0.0165,-0.006,-28.8
3816,0.0067,-0.0023,-0.0181,-0.0015,-29.1
3817,0.0067,-0.0015,-0.0181,-0.0008,-29.1
3818,0.0045,-0.0008,-0.0181,0.0007,-29.4
3819,0.003,0,-0.0203,-0.0008,-29.5
3820,0.003,-0.0008,-0.0181,-0.0008,-29.7
3821,0,-0.0008,-0.0143,-0.0008,-30
3822,0.0015,-0.0008,-0.0128,-0.0008,-30.1
3823,0.0015,0.0007,-0.006,-0.0008,-30.2
3824,0.0022,0,0.0015,-0.0015,-30.5
3825,0.003,0.0022,0.0052,-0.0023,-30.6
3826,0.0022,0.003,0.009,-0.0046,-30.6
3827,0.0015,0.0015,0.0135,-0.0015,-31
3828,0.0007,0.0015,0.0157,0.0022,-31
3829,0,0.0015,0.0195,0.003,-31.3
3830,-0.0008,0.0015,0.0225,0.0052,-31.2
3831,-0.0008,0.0007,0.024,0.0052,-31.6
3832,-0.0023,0.0015,0.0232,0.0052,-31.7
3833,-0.0023,0.0015,0.0217,0.0045,-31.7
3834,-0.003,0.0007,0.021,0.0007,-32
3835,-0.0046,0.0007,0.0202,0.0007,-32.1
3836,-0.0015,0.0007,0.021,-0.0008,-32.3
3837,0.0007,0.0007,0.0217,0,-32.5
3838,-0.0008,0.0015,0.021,0.0037,-32.6
3839,-0.0015,0.0015,0.0217,0.0045,-32.9
3840,-0.0008,0.0022,0.0247,0.0045,-32.9
3841,-0.0008,0.0007,0.0232,0.0015,-33.1
3842,-0.0023,-0.0023,0.024,0,-33.3
3843,-0.0023,-0.0015,0.0277,-0.0008,-33.4
3844,-0.0015,0,0.0232,0.0015,-33.7
3845,-0.0038,0.0022,0.0195,0.0045,-33.8
3846,-0.0046,0.0045,0.0142,0.003,-33.8
3847,-0.0068,0.003,0.0142,0.0007,-34.1
3848,-0.0143,0.0007,0.0157,0.0007,-34.2
3849,-0.015,-0.0008,0.0135,0.0007,-34.5
3850,-0.0143,-0.0046,0.0127,-0.003,-34.7
3851,-0.0135,-0.0046,0.012,-0.0068,-34.8
3852,-0.0181,-0.0046,0.0067,-0.0128,-35.2
3853,-0.0181,-0.0075,-0.0015,-0.0143,-35.3
3854,-0.0143,-0.006,-0.0083,-0.0023,-35.6
3855,-0.012,-0.0038,-0.0165,0.0045,-35.8
3856,-0.0098,0.0007,-0.024,0.0075,-35.8
3857,-0.0053,0.0007,-0.027,0.0037,-36.1
3858,-0.0075,0.0007,-0.033,-0.0015,-36.3
3859,-0.0098,0.0045,-0.0368,0.0045,-36.6
3860,-0.0098,0.0045,-0.0383,0.0082,-36.7
3861,-0.0091,0.0037,-0.0405,0.0052,-36.9
3862,-0.0105,0.003,-0.0398,-0.0008,-37.1
3863,-0.0091,0.0037,-0.0405,-0.0015,-37.5
3864,-0.0091,0.0037,-0.0361,-0.0008,-37.4
3865,-0.0091,0.0045,-0.0285,0.0052,-37.8
3866,-0.0068,0.0037,-0.0233,0.0105,-38
3867,-0.0053,0.0015,-0.0203,0.0097,-38.3
3868,-0.0038,0.0015,-0.0165,0.0075,-38.6
3869,-0.0046,-0.0015,-0.0105,0.0022,-38.7
3870,-0.0038,-0.0015,-0.0068,-0.0008,-38.8
3871,-0.0015,-0.0015,-0.0023,-0.003,-39.1
3872,-0.0023,-0.003,-0.0008,-0.006,-39.1
3873,-0.0053,-0.0038,0.0015,-0.0046,-39.4
3874,-0.0075,-0.0015,0.0007,-0.0023,-39.8
3875,-0.0091,0.0007,-0.0015,-0.0015,-39.9
3876,-0.0128,0.0007,-0.0053,-0.0023,-40.1
3877,-0.0113,0.0007,-0.0105,-0.0038,-40.4
3878,-0.0091,-0.0015,-0.012,-0.0015,-40.6
3879,-0.0091,0,-0.012,0,-40.7
3880,-0.0068,-0.0008,-0.0083,0,-40.8
3881,-0.0008,-0.003,-0.0023,0,-41.1
3882,0.0045,-0.0046,0.003,-0.0015,-41.3
3883,0.009,-0.0053,0.003,-0.0046,-41.7
3884,0.0127,-0.0053,0.006,-0.0038,-41.7
3885,0.0135,-0.0046,0.0052,-0.0046,-41.9
3886,0.0157,-0.003,0.0015,0.0007,-42.2
3887,0.0165,-0.0015,0.0015,0.0045,-42.3
3888,0.0172,0.0007,-0.0008,0.0015,-42.4
3889,0.018,0.0045,0.0015,0.0007,-42.7
3890,0.018,0.0022,0.003,0,-42.9
3891,0.0165,0.0015,0.0007,0,-42.9
3892,0.0142,0.0015,0.003,0.003,-43.3
3893,0.012,0.0015,0.0067,0.0037,-43.4
3894,0.012,0.0007,0.0097,0.0045,-43.5
3895,0.012,0.0022,0.0127,0.0052,-43.9
3896,0.0105,0.0045,0.0157,0.006,-43.7
3897,0.009,0.006,0.018,0.012,-44.2
3898,0.0075,0.0082,0.0165,0.012,-44.1
3899,0.0067,0.0067,0.0172,0.012,-44.6
3900,0.0045,0.0052,0.0202,0.0127,-44.6
3901,0.0022,0.0037,0.0217,0.012,-44.6
3902,0,0.0045,0.0255,0.0105,-45
3903,-0.0023,0.0082,0.0277,0.0082,-45
3904,-0.0038,0.003,0.0277,0.0007,-45.3
3905,-0.0046,-0.0233,0.0285,-0.0091,-45.3
3906,-0.0046,-0.0323,0.0277,-0.012,-45.5
3907,-0.0068,-0.012,0.0292,-0.006,-45.7
3908,-0.0075,-0.0083,0.0277,0.003,-45.9
3909,-0.0053,-0.0038,0.0277,0.009,-45.8
3910,-0.003,-0.0075,0.027,0.0015,-46.2
3911,0,-0.0046,0.0217,-0.0068,-46.3
3912,-0.0008,0.0112,0.0187,-0.0105,-46.4
3913,-0.0015,0.012,0.015,-0.0075,-46.7
3914,-0.0008,0.0225,0.012,0.0015,-46.4
3915,0.0022,0.018,0.0097,0.006,-46.8
3916,0.006,0.0045,0.0045,0.0082,-46.9
3917,0.0082,0.0105,0.0007,0.0135,-47.2
3918,0.0105,0.0165,-0.0038,0.0097,-47.3
3919,0.0097,-0.0128,-0.0068,-0.0008,-47.3
3920,0.0105,-0.0233,-0.0091,-0.006,-47.7
3921,0.0105,0.0105,-0.0128,-0.0128,-47.8
3922,0.0165,0.0157,-0.0143,-0.024,-47.9
3923,0.0195,-0.033,-0.015,-0.0353,-48
3924,0.0082,-0.0765,-0.0158,-0.0233,-48.2
3925,0.0097,-0.0398,-0.0158,0.003,-48.2
3926,0.015,-0.0015,-0.0143,0.0082,-48.6
3927,0.0067,0.0112,-0.012,0.0082,-48.6
3928,0.003,0.0195,-0.0128,0.0127,-48.7
3929,-0.0008,0.0142,-0.015,0.0157,-48.9
3930,0.0015,0.0165,-0.0135,0.0247,-49
3931,0.0052,0.0165,-0.0128,0.03,-49.2
3932,0.0112,0.0165,-0.0135,0.0262,-49.2
3933,0.0172,0.0157,-0.0158,0.0187,-49.5
3934,0.0157,0.0127,-0.0181,0.0015,-49.5
3935,0.012,0.0052,-0.0195,-0.012,-49.6
3936,0.0067,0.0007,-0.0195,-0.021,-49.9
3937,0.006,-0.0091,-0.0181,-0.0346,-50
3938,0.0007,-0.0278,-0.0165,-0.039,-50
3939,-0.0008,-0.0405,-0.0181,-0.0256,-50.3
3940,-0.0008,-0.0383,-0.0173,-0.0105,-50.2
3941,-0.003,-0.0195,-0.0143,-0.0046,-50.3
3942,-0.0015,-0.0053,-0.012,0.0052,-50.7
3943,-0.003,0.0007,-0.0098,0.0082,-50.4
3944,-0.0008,0.0067,-0.0053,0.009,-50.8
3945,-0.0008,0.0067,-0.0046,0.0105,-50.8
3946,-0.0015,0.0075,-0.003,0.009,-51
3947,-0.0023,0.0052,-0.0015,0.0112,-51.2
3948,-0.003,0.0067,0,0.0082,-51
3949,-0.0046,0.0082,0.0015,0.009,-51.5
3950,-0.0075,0.0067,0.0007,0.0067,-51.3
3951,-0.0105,0.0067,0,0.0037,-51.5
3952,-0.012,0.006,0.0007,0.0045,-51.6
3953,-0.012,0.0045,0.0007,0.0037,-51.7
3954,-0.0113,0.0015,-0.0008,0.0007,-51.9
3955,-0.0128,-0.0008,-0.0015,-0.0015,-52
3956,-0.0158,0,-0.003,-0.0008,-51.9
3957,-0.0181,0.0007,-0.0038,-0.0038,-52
3958,-0.0181,0.0007,-0.0046,-0.0053,-52.2
3959,-0.0165,0.0007,-0.0038,-0.0068,-52.3
3960,-0.0143,0.0007,-0.0015,-0.006,-52.5
3961,-0.0113,0,0.0007,-0.0008,-52.5
3962,-0.0068,-0.0015,0.003,0.003,-52.6
3963,-0.0053,-0.0008,0.003,0.0015,-52.6
3964,-0.0053,-0.0008,0.0007,0,-52.6
3965,-0.0046,-0.0008,0.003,-0.0015,-52.9
3966,-0.0046,-0.0008,0.0045,-0.0038,-52.7
3967,-0.003,-0.0015,0.0075,-0.0015,-53.1
3968,-0.003,0.0015,0.009,0.0045,-52.9
3969,-0.0038,0.0015,0.0082,0.0022,-53.2
3970,-0.003,0.003,0.0082,0.0007,-53.1
3971,-0.0008,0.003,0.009,-0.0008,-53.1
3972,-0.0008,0.0007,0.0082,0.0007,-53.1
3973,-0.003,0.0007,0.0067,0.0015,-53.3
3974,-0.0046,0.0015,0.0022,0.0007,-53.1
3975,-0.0068,0,0,0.0007,-53.2
3976,-0.003,-0.0015,0.0015,-0.0015,-53.3
3977,-0.0015,-0.0015,0.0007,-0.003,-53.3
3978,0.0007,-0.0023,-0.0015,-0.0008,-53.4
3979,0.0045,-0.0046,-0.0023,0.0007,-53.3
3980,0.006,-0.0068,-0.003,0.003,-53.5
3981,0.0097,-0.0083,-0.0046,0.0007,-53.3
3982,0.0157,-0.0083,-0.006,-0.0038,-53.4
3983,0.0187,-0.0068,-0.0053,-0.0083,-53.5
3984,0.015,-0.0053,-0.0068,-0.0113,-53.4
3985,0.009,-0.0046,-0.0105,-0.0068,-53.7
3986,0.0045,-0.0015,-0.0068,0.0045,-53.4
3987,0.003,0.0037,-0.003,0.0165,-53.3
3988,0.0022,0.0105,-0.0015,0.0262,-53.3
3989,0.003,0.012,-0.0023,0.018,-53.4
3990,0.0007,0.0045,-0.0015,0,-53.4
3991,-0.0023,-0.0023,-0.0008,-0.012,-53.4
3992,-0.0015,-0.0083,-0.0015,-0.027,-53.3
3993,0.009,-0.0075,-0.0023,-0.0293,-53.3
3994,0.0195,-0.0083,-0.0008,-0.0083,-53.4
3995,0.0142,-0.012,0,0.012,-53.4
3996,0.012,-0.003,-0.0038,0.0135,-53.2
3997,0.0105,0.0067,-0.0015,0.0127,-53
3998,0.0045,0.0067,0.003,0.0135,-53.2
3999,0.0067,0.0187,0.0052,0.009,-53.2
4000,0.0067,0.0262,0.009,0.0067,-53.1
4001,0.003,0.018,0.0097,0.003,-53.2
4002,0,0.0082,0.0067,0.0022,-53.1
4003,-0.0038,-0.0173,0.0037,0.0045,-53.2
4004,-0.0068,-0.0233,0.0007,0.003,-53
4005,-0.0091,-0.0083,0.0015,0.0015,-52.8
4006,-0.0091,-0.0068,-0.0008,-0.003,-53.1
4007,-0.0068,0.0135,0.0022,-0.0068,-53
4008,-0.0091,0.012,0.0045,-0.006,-52.9
4009,-0.0083,-0.0075,0.0082,0.003,-53
4010,-0.0046,0.0007,0.0142,0.012,-52.8
4011,-0.0046,-0.0158,0.012,0.0052,-52.8
4012,-0.0053,-0.0248,0.0045,-0.0008,-52.8
4013,-0.006,-0.0015,-0.0008,0.009,-52.6
4014,-0.0105,0.0015,-0.0083,0.0165,-52.8
4015,-0.0128,0.0037,-0.0143,0.0195,-52.7
4016,-0.0158,0.0052,-0.0128,0.018,-52.6
4017,-0.0143,-0.0008,-0.0105,-0.0008,-52.6
4018,-0.0143,-0.0046,-0.0083,-0.0173,-52.5
4019,-0.015,-0.0091,-0.0053,-0.0256,-52.2
4020,-0.0165,-0.0038,-0.0015,-0.027,-52.3
4021,-0.0181,0.0022,-0.0008,-0.0195,-52.1
4022,-0.0181,0.0052,-0.0015,-0.0083,-52.1
4023,-0.0165,0.0067,0,-0.0015,-52
4024,-0.0165,0.006,0.0022,0,-52
4025,-0.0165,0.0097,0.003,0.0067,-51.8
4026,-0.0143,0.009,-0.0008,0.0082,-51.7
4027,-0.015,0.0007,-0.003,0.0105,-51.8
4028,-0.0165,-0.0128,-0.0038,0.012,-51.7
4029,-0.0143,-0.0173,-0.003,0.012,-51.5
4030,-0.0128,-0.0046,-0.0015,0.0127,-51.7
4031,-0.0083,0.003,-0.0015,0.0037,-51.3
4032,-0.0046,0.0007,0.0015,-0.0015,-51.5
4033,-0.0008,0.0007,0.006,0.0015,-51
4034,-0.0008,-0.0046,0.0067,-0.0023,-50.9
4035,-0.0008,-0.003,0.0075,-0.0038,-51
4036,0.0007,0.003,0.0075,0.0015,-50.9
4037,0.0007,0.0045,0.0067,-0.0008,-50.7
4038,-0.0015,0.006,0.0067,0.0105,-50.6
4039,-0.0023,0.0067,0.0075,0.0195,-50.4
4040,-0.0015,0.0082,0.0067,0.0165,-50.5
4041,-0.0015,0.0067,0.0082,0.0067,-50.3
4042,-0.0023,0.0052,0.0067,-0.0068,-50.2
4043,-0.0046,0.0045,0.0067,-0.0143,-50.1
4044,-0.0038,-0.0053,0.0045,-0.0195,-50
4045,-0.0046,-0.0233,-0.0008,-0.0203,-49.9
4046,-0.0053,-0.0248,-0.0008,-0.0128,-49.7
4047,-0.0046,-0.0075,0.0007,-0.0023,-49.7
4048,-0.0038,-0.0068,0.0007,-0.0015,-49.7
4049,-0.0015,-0.0038,0.003,-0.006,-49.4
4050,-0.0008,-0.0038,0.0007,-0.0008,-49.1
4051,0.0007,-0.0023,0.0015,0.0157,-49.1
4052,-0.0008,0.0247,-0.0015,0.0315,-49
4053,-0.0023,0.0322,-0.0038,0.0255,-48.8
4054,-0.003,0.0217,-0.003,0.012,-48.7
